Department,Entity,Date,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,Defra,07/10/2013,Freshwater Habitats Trust,174,"Ł26,217.50",2013-14 Biodiversity of ponds: developing and testing new approaches to data collection in the voluntary sector,OX3 0BP,SME,exemptWC1043,0,Expense,
DEFRA,Defra,15/10/2013,C E F A S,8003111,"Ł26,180.16",Provision of Research Programme Management Services - September 2013,NR33 0HT,SME,Exempt,0,Expense,
DEFRA,Defra,01/10/2013,Centre For Ecology & Hydrology,7060005119,"Ł26,080.00",2013-14 Further Development of the UK Application European Monitoring and Evaluation Programme (EMEP) model,SN2 1EU,SME,AQ0727,AQRDXXXX,Expense,
DEFRA,Defra,09/10/2013,Birdlife International,1.31E+12,"Ł26,046.00",Ecosystem conservation for climate change adaptation in East Africa - October-December 2013,CB3 ONA,SME,Exempt,DARWDFID,Expense,
DEFRA,Defra,14/10/2013,Bermuda Zoological Society,91013,"Ł25,803.50",2013-14 Darwin Initiative Grant: Bermuda Invasive Lionfish Control Initiative - Quarter 3,,,,DARWPLUS,Expense,
DEFRA,Defra,15/10/2013,Interserve (Facilities Mngmnt) Ltd,FI00028870,"Ł25,610.16",New reception for Nobel House - September 2013,BS32 4NH,,10226,B196P010,Asset,
DEFRA,Defra,11/10/2013,Interserve (Facilities Mngmnt) Ltd,FI00028857,"Ł25,536.57",Nobel House Internal lift refurbishment - September 2013,BS32 4NH,,10195L,LNHLIFTS,Asset,
DEFRA,Defra,09/10/2013,Fauna & Flora International,160913,"Ł25,297.75",Building capacity of the next generation of Liberian conservation professionals - October 2013,CB1 2JD,SME,Exempt,DARWINXX,Expense,
DEFRA,Defra,09/10/2013,Fauna & Flora International,1.61E+12,"Ł25,240.49",Underpinning the design and management of Cambodia's first Marine Protected Area - October-December 2013,CB1 2JD,SME,exempt,DARWINXX,Expense,
DEFRA,Defra,01/10/2013,Natural England,8000014105,"Ł25,233.18",Inwards secondment salary recharge costs - April-December 2013,YO1 7PX,,IGS,CAPDCOMM,Expense,
DEFRA,Defra,09/10/2013,A D A S UK Ltd,RIRP072267,"Ł25,224.00",Harvest Reports - September 2013,WV9 5AP,,16706,0,Expense,
DEFRA,Defra,29/10/2013,Welsh Assembly Government,4700002625,"Ł25,200.00",Sheep and Goat Annual Inventory - October 2013,CF10 3NQ,SME,IGS,SGTINV01,Expense,
DEFRA,Defra,21/10/2013,A D A S UK Ltd,1.61E+12,"Ł25,000.00",2012-13 Improved Control Methods for the Oak Processionary Moth,WV9 5AP,,TH0102,0,Expense,
DEFRA,Defra,15/10/2013,Ministry Of Justice,10RL110198,"Ł25,000.00",2013-14 Memorandum of Understanding with Law Commission for Conservation Covenants project - Quarter 2,NP20 9FN,,Exempt,0,Expense,
DEFRA,EA,10-Oct-13,Capgemini UK Plc,1220548,"Ł5,949,394.94",Outsourced IT service charge and work order costs - September 2013,,,30259319 | 30259316 | 30282611 | 30259320 | 30304723,HOSBW00001 | HORES00089 |  | BBPDM20034L01 | EBCRI11502L01 | CIS3306199 | BBXXX20008L01 | CIS331000 |  | HORES00131 | CIS331400 |  | BBPDM20024L01 |  | FCPIM00042L01 | CIS330899 |  |  | CIS330050 |  |  | ,Project,
DEFRA,EA,22-Oct-13,Interserve Construction Ltd,1222649,"Ł2,544,156.83",Whittlesey Washes works,,,30142730,IMAN001790,Project,
DEFRA,EA,10-Oct-13,Broadland Environmental Services Ltd,1219630,"Ł1,880,513.14",Broadland flood alleviation project costs,,,30014973,IMAN000753,Project,
DEFRA,EA,10-Oct-13,UK Power Networks,1219922,"Ł1,800,000.00",Ipswich Flood Defence Scheme Wet Dock Lock,,,,IMAN001218,Project,
DEFRA,EA,15-Oct-13,Interserve Construction Ltd,1220991,"Ł1,665,416.47",Programme of repairs and maintenance works to various fish passes and flood defences,,,30142730,IMAN002370,Project,
DEFRA,EA,22-Oct-13,Hitachi Capital Vehicle Solutions Ltd,1224239,"Ł1,394,760.47",National Vehicle Management Framework,,,30340333,,Administration,
DEFRA,EA,01-Oct-13,Jackson Civil Engineering Ltd,1217201,"Ł1,368,177.39",Lower Tame Flood risk management - Coton Section,,,30142731,IMMI000978,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1224425,"Ł1,305,145.51",Lower Tame Flood risk management - Kingsbury Section,,,30142731,IMMI000978,Project,
DEFRA,EA,01-Oct-13,Interserve FM Ltd,1208672,"Ł1,155,423.40",Facilities Management Core services for planned services for the period 1 April 2013-31 March 2014,,,30369797,,Administration,
DEFRA,EA,10-Oct-13,ArcelorMittal Commercial RPS UK Ltd,1189808,"Ł1,008,721.93",Steel sheet piles for Sandwich Town Tidal Defence Scheme,,,30331415,IMSO001057,Project,
DEFRA,EA,01-Oct-13,Birse Civils Ltd,1217056,"Ł892,814.89",Programme of repairs and maintenance works to various fish passes and flood defences,,,30142670,IMAN002370,Project,
DEFRA,EA,10-Oct-13,Ashtead Plant Hire Co Ltd,1218901,"Ł865,384.85",Operated and non-operated plant hire - July 2013-March 2014,,,30380628,,Administration,
DEFRA,EA,15-Oct-13,Jackson Civil Engineering Ltd,1221226,"Ł830,574.46",Sandwich Town tidal defences,,,30142731,IMSO001057,Project,
DEFRA,EA,03-Oct-13,Birse Civils Ltd,1213441,"Ł745,548.07",Lower Dove Flood risk management,,,30142670,IMMI001015,Project,
DEFRA,EA,28-Oct-13,Volkerstevin Ltd,1224853,"Ł717,736.62",Salmons Brook works,,,30142737,IMTH000620,Project,
DEFRA,EA,03-Oct-13,Interserve Construction Ltd,1217831,"Ł669,199.19",Great Yarmouth Flood Defences,,,30142730,IMAN002228,Project,
DEFRA,EA,24-Oct-13,Birse Civils Ltd,1223355,"Ł656,572.02",Ipswich flood defence works cable diversion,,,30142670,IMAN001827,Project,
DEFRA,EA,10-Oct-13,ArcelorMittal Commercial RPS UK Ltd,1220085,"Ł608,596.82",Steel sheet piles for Great Yarmouth 2013-16 project,,,30331415,IMAN002228,Project,
DEFRA,EA,03-Oct-13,Jackson Civil Engineering Ltd,1215597,"Ł567,705.36",Godmanchester Flood Alleviation Scheme,,,30142731,IMAN000624,Project,
DEFRA,EA,03-Oct-13,Westminster Dredging  Dean and Dyball JV,1217514,"Ł544,466.45",Wash tide gauge project,,,30142738,IMAN002504,Project,
DEFRA,EA,24-Oct-13,Birse Civils Ltd,1223289,"Ł502,112.60","Flood defences, Morpeth Town",,,30142670,IMNE000794,Project,
DEFRA,EA,03-Oct-13,Pertemps Recruitment Partnership Ltd,1210880,"Ł480,017.39",Temporary Staff - Month ending 23 August 2013,,,,,Administration,
DEFRA,EA,17-Oct-13,Team Van Oord,1223323,"Ł453,452.39",Medmerry Managed Realignment,,,30142735,IMSO001023,Project,
DEFRA,EA,01-Oct-13,Birse Civils Ltd,1217342,"Ł430,897.10",Grimsby Docks Flood risk management,,,,IMAN002005,Project,
DEFRA,EA,22-Oct-13,Birse Civils Ltd,1223044,"Ł408,461.34",River Mersey Warrington Flood risk management scheme,,,30142670,IMNW000699,Project,
DEFRA,EA,03-Oct-13,Redfern Travel Ltd,1217353,"Ł398,594.43",Staff business-related travel - 1-15 September 2013,,,30342649,,Administration,
DEFRA,EA,01-Oct-13,Team Van Oord,1217185,"Ł390,515.40",Molesey Weir B replacement works,,,30142735,IMTH001685,Project,
DEFRA,EA,17-Oct-13,Reed Personnel Services Plc,1222207,"Ł373,779.85",2013-14 Provision of temporary staff and permanent recruitment - September 2013,,,,,Administration,
DEFRA,EA,24-Oct-13,Volkerstevin Ltd,1223620,"Ł351,568.76",Arksey Slips and Beck Outfall works,,,30142737,IMNE000251,Project,
DEFRA,EA,03-Oct-13,Pertemps Recruitment Partnership Ltd,1217825,"Ł344,268.73",Temporary Staff - Month ending 20 September 2013,,,,,Administration,
DEFRA,EA,01-Oct-13,Volkerstevin Ltd,1215716,"Ł331,820.85",Newbury Flood Alleviation Scheme,,,,IMTH000963,Project,
DEFRA,EA,10-Oct-13,Northumbrian Water,1219370,"Ł317,836.08",2013-14 Cow Green Reservoir Operating Agreement ,,,,,Administration,
DEFRA,EA,11-Oct-13,Allstar Business Solutions Ltd,1220932,"Ł281,582.78",Fleet Fuel Costs,,,30341204,,Administration,
DEFRA,EA,01-Oct-13,Redfern Travel Ltd,1217392,"Ł274,747.77",Staff business-related travel - 16-30 September 2013,,,30342649,,Administration,
DEFRA,EA,03-Oct-13,RSPB,1215073,"Ł270,098.28",The creation of 49 hectares of wetland grazing and reed bed at Botany Habitat Creation project ,,,,IMAN001787,Project,
DEFRA,EA,10-Oct-13,Briggs Marine Contractors Ltd,1219400,"Ł266,589.68",National Marine Vessel Services,,,30277423,HORES00015,Project,
DEFRA,EA,28-Oct-13,Interserve FM Ltd,1224011,"Ł256,956.84",Facilities Management Repair and Replacement fund - October 2013,,,30369823,,Administration,
DEFRA,EA,03-Oct-13,Volkerstevin Ltd,1214149,"Ł255,972.22",Barnard Castle works,,,30142737,IMNE000092,Project,
DEFRA,EA,01-Oct-13,West Cumbria Rivers Trust Ltd,1216665,"Ł250,000.00",2013-14 River Restoration project,,,,RENW001935,Project,
DEFRA,EA,01-Oct-13,Birse Civils Ltd,1213885,"Ł243,848.52",Tetney to Saltfleet works,,,30142670,IMAN002115,Project,
DEFRA,EA,28-Oct-13,Volkerstevin Ltd,1225402,"Ł241,084.45",North East Culvert works,,,30142737,IMNE000197,Project,
DEFRA,EA,01-Oct-13,Northumberland Rivers Trust,1216867,"Ł235,200.00",Northumberland rural diffuse pollution Partnership Project,,,,RENE960014,Project,
DEFRA,EA,01-Oct-13,Interserve FM Ltd,1208674,"Ł233,640.36",Facilities Management services,,,30369825,,Administration,
DEFRA,EA,15-Oct-13,CEFlood Alleviation Scheme,1221336,"Ł228,300.00",2013-14 Flood Alleviation Scheme UK Coastal Monitoring and Forecasting Wave Network service support and maintenance,,,,,Administration,
DEFRA,EA,08-Oct-13,Edenred Childcare Vouchers Ltd,1220149,"Ł226,022.40",Childcare Assistance scheme. This money is reclaimed through Salary Sacrifice from the employee on a monthly basis so the scheme is cost neutral,,,,,Administration,
DEFRA,EA,10-Oct-13,Landmark Information Group,1220097,"Ł216,000.00",Historic Ordanance Survey maps,,,,HOEV101104,Project,
DEFRA,EA,28-Oct-13,Galliford Try Infrastructure Ltd,1223326,"Ł208,320.50",Haydon Wick Brook Flood Alleviation Scheme,,,30142734,IMTH001574,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1224725,"Ł200,099.98",Rushey Paddle and Rymer works,,,30142731,IMSE100073,Project,
DEFRA,EA,15-Oct-13,Galliford Try Infrastructure Ltd,1221805,"Ł198,010.46",Rock armour stabilisation to the banks of the River Irwell,,,30142734,IMNW000884,Project,
DEFRA,EA,17-Oct-13,CNH UK Ltd,1222836,"Ł197,821.20",Construction plant - Long Reach Excavator,,,30319331,HOFOFRM008,Project,
DEFRA,EA,14-Oct-13,United Utilities,1223265,"Ł195,229.87",Reimbursement of costs in relation to Ramsgreave Pipeline,,,,,Administration,
DEFRA,EA,24-Oct-13,Volkerstevin Ltd,1223609,"Ł193,537.74",Todmorden and Lower Walsden Flood Alleviation Scheme,,,30142737,IMNE000616,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1224450,"Ł192,903.52",Steeple Bumpstead Flood Alleviation Scheme,,,30142731,IMAN001770,Project,
DEFRA,EA,15-Oct-13,Team Van Oord,1221481,"Ł192,783.82",Landport road earth embankment works,,,30142735,IMSE100098,Project,
DEFRA,EA,17-Oct-13,Dun and Bradstreet Ltd,1222238,"Ł188,388.00",Access to Dun and Bradstreet business information for risk management,,,,,Administration,
DEFRA,EA,10-Oct-13,Birse Civils Ltd,1218797,"Ł187,137.34",Millbank Wharf works,,,30142670,IMTH001749,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1223964,"Ł185,729.92","Mill Beck, Market Weighton",,,30204737,IMNE000141,Project,
DEFRA,EA,17-Oct-13,CNH UK Ltd,1222830,"Ł185,280.00",Construction plant - Standard boom and dipper excavator,,,30319331,HOFOFRM008,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1219306,"Ł172,858.49",Ipswich Flood defence scheme diversion: Marine Shed Modifications,,,30142731,IMAN001218,Project,
DEFRA,EA,24-Oct-13,Birse Civils Ltd,1223710,"Ł172,432.54",Street Water End Flood Alleviation Scheme,,,30142670,IMNE000775,Project,
DEFRA,EA,17-Oct-13,CNH UK Ltd,1222832,"Ł165,624.00",Construction plant - Standard Boom and Dipper Excavator,,,30319331,HOFOFRM008,Project,
DEFRA,EA,03-Oct-13,Interserve Construction Ltd,1217440,"Ł160,704.99",Parrett and Sowey Flood Management,,,30142730,IMSW001789,Project,
DEFRA,EA,08-Oct-13,Pevensey Coastal Defence Ltd,1219595,"Ł146,655.85",Pevensey Bay sea defences,,,,IMSO000584,Project,
DEFRA,EA,03-Oct-13,J Breheny Contractors Ltd,1217685,"Ł145,808.22","Light Watercourse Maintenance, East Area - 2013-14",,,30343159,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218286,"Ł145,765.32",Littlehampton Arun river tidal defences,,,30071913,IMSO001021,Project,
DEFRA,EA,24-Oct-13,Esh Construction Ltd,1223568,"Ł144,723.60",Sprotbrough Fish Pass works,,,30204740,IMNE000254,Project,
DEFRA,EA,24-Oct-13,Galliford Try Infrastructure Ltd,1223395,"Ł144,471.30",Teston Lock Refurbishment,,,30142734,IMSO000841,Project,
DEFRA,EA,03-Oct-13,SFW Ltd,1218083,"Ł144,362.20",EU Emissions Trading Scheme,,,,EBOCC40005L04,Project,
DEFRA,EA,10-Oct-13,Jackson Civil Engineering Ltd,1220493,"Ł130,971.00",Ouse Washes desilting works,,,30184783,FRA02S017 | IMAN002166,Project,
DEFRA,EA,01-Oct-13,Osney Lock Hydro Ltd,1216368,"Ł129,480.00",Osney Lock Weir B construction,,,,IMTH001653,Project,
DEFRA,EA,01-Oct-13,Esh Construction Ltd,1213419,"Ł127,967.84","Leeds Accommodation Project - Associated Works at Lateral Building and Phoenix House, Leeds",,,,HORES00021,Project,
DEFRA,EA,08-Oct-13,Kier MG Ltd,1219997,"Ł116,961.48",Dawlish Warren Refurbishment Works 2013,,,30190789,IMSW002089,Project,
DEFRA,EA,08-Oct-13,OPUS International Consultants,1201132,"Ł116,552.93",Whittlesey Washes site investigation work,,,30309577,IMAN001790,Project,
DEFRA,EA,03-Oct-13,Jacobs LES Ltd,1217821,"Ł114,777.59",Great Eau Sluice Variations,,,30231664 | ,IMAN002612,Project,
DEFRA,EA,08-Oct-13,Studsvik UK Ltd,1218762,"Ł113,656.20",Collection and disposal of waste,,,30350954,EBPRI11020,Project,
DEFRA,EA,08-Oct-13,NTT DATA UK Ltd,1219681,"Ł112,122.24",Climate Change Agreement Project - Implementation Stage,,,,EBOCC40027L02,Project,
DEFRA,EA,10-Oct-13,Agilent Technologies UK Ltd,1218971,"Ł107,905.50",Gas Chromotography Mass Spectrometer with Headspace Auto Sampler ,,,30267647,NL00000072,Project,
DEFRA,EA,17-Oct-13,Interserve Construction Ltd,1222778,"Ł106,635.62",Boston Haven site works,,,30142730,IMAN001473,Project,
DEFRA,EA,22-Oct-13,Birse Civils Ltd,1223972,"Ł105,148.31",Ulverston Flood Alleviation Scheme,,,30142670,IMNW000104,Project,
DEFRA,EA,10-Oct-13,Gelder Ltd,1220247,"Ł104,152.99",Anglian Region Building Maintenance Services,,,30199819,IMAN002492,Project,
DEFRA,EA,08-Oct-13,Atkins Ltd,1218191,"Ł102,335.10",Thames Tidal Front Programme,,,30072266,IMTH001749,Project,
DEFRA,EA,28-Oct-13,Jackson Civil Engineering Ltd,1224727,"Ł100,757.41",Yorkshire and North East Culverts Package,,,30142731,IMNE000197,Project,
DEFRA,EA,24-Oct-13,Yorkshire Wildlife Trust,1223623,"Ł100,000.00",Yorkshire Peat Partnership,,,,RENE970013,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218215,"Ł99,082.13",Morpeth Flood Alleviation Scheme,,,30071913,IMNE000794,Project,
DEFRA,EA,01-Oct-13,Black and Veatch Ltd,1217084,"Ł93,591.18",Lower Derwent Project appraisal,,,30072271,IMMI000937,Project,
DEFRA,EA,10-Oct-13,Birse Civils Ltd,1207851,"Ł91,479.20",Swavesey Drain Improvements,,,30142670,IMAN002491,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218213,"Ł90,389.32",Middle Tame - Perry Par Specialist Surveys,,,30071913,IMMI001305,Project,
DEFRA,EA,01-Oct-13,Apem Ltd,1216997,"Ł90,000.00",Management and delivery of Phase Two of the Yorkshire Agricultural Advice Project,,,30181112,RENE970027,Project,
DEFRA,EA,28-Oct-13,Hewden Stuart Plc,1223706,"Ł84,975.49",Plant hire without operator,,,30184689,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218209,"Ł82,529.08",Tame appraisal work,,,30071913,IMMI000978,Project,
DEFRA,EA,17-Oct-13,Volkerstevin Ltd,1221717,"Ł81,948.30","River Ehen wall repairs, Egremont",,,30142737,IMNW000431,Project,
DEFRA,EA,08-Oct-13,NERC,1218963,"Ł80,850.00",2013-14 Tide Gauge Network services ,,,,,Administration,
DEFRA,EA,24-Oct-13,Galliford Try Infrastructure Ltd,1219700,"Ł78,428.00",Coombe Haven Outfall works,,,30142734,IMSE100071,Project,
DEFRA,EA,01-Oct-13,Jackson Civil Engineering Ltd,1216664,"Ł77,335.01",Paddle and Rymers Weir works,,,30142731,IMSE100073,Project,
DEFRA,EA,17-Oct-13,Technology Strategy Board,1221662,"Ł77,170.00",Funding for Phase One of Low Carbon Pumping Competition - four feasibility studies,,,,HOHRIEM002,Project,
DEFRA,EA,03-Oct-13,Marsdens Developments Ltd,1217718,"Ł76,500.00",Olympia House Rent - 29 September 2013-24 December 2013,,,,,Administration,
DEFRA,EA,01-Oct-13,Galliford Try Infrastructure Ltd,1216127,"Ł76,312.64",Teston Lock - Installation of a new concrete cill at Teston Sluice,,,30142734,IMSO000841,Project,
DEFRA,EA,22-Oct-13,MITIE Security London Ltd,1214484,"Ł76,181.86",Security Guard services at Thames Barrier and associated sites,,,30239724,,Administration,
DEFRA,EA,15-Oct-13,EDF Energy Plc,1221022,"Ł75,876.68",Renewable electricity to Wixoe pumping station ,,,30367261,,Administration,
DEFRA,EA,08-Oct-13,Microgenics GMBH,1218576,"Ł73,660.80",Laboratory analytical instruments ,,,30290280,,Administration,
DEFRA,EA,15-Oct-13,Galliford Try Infrastructure Ltd,1221269,"Ł73,415.38",River Etherow works,,,30142734,IMNW000461,Project,
DEFRA,EA,15-Oct-13,Port Of London Authority,1221012,"Ł73,182.94",Thames Barrier running costs for 2013,,,,,Administration,
DEFRA,EA,01-Oct-13,Climate UK,1216430,"Ł72,000.00",Climate UK Partnership - Climate Ready Programme - 1 April 2013-31 March 2014,,,,EBPCC11003,Project,
DEFRA,EA,28-Oct-13,Montpellier Estates,1224975,"Ł70,200.00",Temporary Car parking for staff at Sweet Street during the move from 2 existing offices to a single site - 25 September 2013-31 March 2014,,,,,Administration,
DEFRA,EA,10-Oct-13,Birch Brothers Kidderminster Ltd,1220380,"Ł69,056.04",Severn Vale intertidal saltmarsh works,,,30224314,IMMI001009,Project,
DEFRA,EA,24-Oct-13,Northern Powergrid Yorkshire Plc,1223424,"Ł67,536.00","Installation of a low voltage electricity cable, including excavation and reinstatement works, Mitford, Morpeth Flood Alleviation Scheme.",,,,IMNE000794,Project,
DEFRA,EA,10-Oct-13,Jackson Civil Engineering Ltd,1219727,"Ł67,514.18",Rawcliffe Bridge Embankment improvements,,,30204737,IMNE000190,Project,
DEFRA,EA,10-Oct-13,Jacobs UK Ltd,1221295,"Ł66,967.39","River Mersey, Warrington Flood Risk Management Scheme",,,30072261,IMNW000699,Project,
DEFRA,EA,22-Oct-13,Agilent Technologies UK Ltd,1222716,"Ł66,622.90",Laboratory analytical instruments ,,,30290098,,Administration,
DEFRA,EA,10-Oct-13,RVL Survey Ltd,1219835,"Ł65,378.23",Supply of aircraft and pilots for Remote Sensing projects,,,30000394,SCLI0001,Project,
DEFRA,EA,10-Oct-13,Teleperformance Ltd,1219954,"Ł64,312.25",Floodline call centre and management costs for live agent recorded messaging service and multimedia services,,,30372708,,Administration,
DEFRA,EA,28-Oct-13,Galliford Try Infrastructure Ltd,1224843,"Ł63,625.37",Works at Clough Lane Brook,,,30142734,IMNW000450,Project,
DEFRA,EA,24-Oct-13,Natural Resources Wales,1222893,"Ł62,822.09","Natural Resources Wales, Llanelli.  Subcontracted analysis following the transfer of Llanelli laboratory to Natural Resources Wales (NRW).  To cover transition period during which tests will transfer from England to Wales.",,,,,Administration,
DEFRA,EA,10-Oct-13,Apem Ltd,1220087,"Ł62,700.00",Freshwater Ecological Advisory Services,,,30277253,HOOP000198,Project,
DEFRA,EA,03-Oct-13,Jackson Civil Engineering Ltd,1217371,"Ł61,923.49",Grimsby Flood alleviation scheme,,,30142731,IMAN001995,Project,
DEFRA,EA,22-Oct-13,Ricardo AEA Ltd,1223241,"Ł61,062.00",Climate Change Agreements administration consultancy,,,30372742,,Administration,
DEFRA,EA,10-Oct-13,Jacobs UK Ltd,1221227,"Ł60,479.40",Medmerry Managed Realignment,,,30072261,IMSO001023,Project,
DEFRA,EA,30-Oct-13,Mill Hill Golf Club,1227073,"Ł60,000.00",Replacement dam on watercourse,,,,,Administration,
DEFRA,EA,08-Oct-13,Esh Construction Ltd,1219650,"Ł58,788.00",Barmston sea end revetment repairs,,,30204740,NRNE793036,Project,
DEFRA,EA,10-Oct-13,Amco Engineering,1219758,"Ł58,739.34",Todmorden gravel traps replacement,,,30204728,NRNE793084,Project,
DEFRA,EA,22-Oct-13,Deangate Ltd,1222948,"Ł58,446.00",Seawall repairs flood grouting,,,30231740,IMAN002630,Project,
DEFRA,EA,28-Oct-13,LinkedIn,1224134,"Ł55,167.40",LinkedIn Recruiter licence for job advertisements,,,,,Administration,
DEFRA,EA,28-Oct-13,West Yorkshire Passenger Transport Executive,1217268,"Ł55,164.15",Purchase of Metro Travel Cards. Staff members repay the organisation for their discounted card through payroll,,,,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218276,"Ł54,724.34",Broomhill Sands works,,,30071913,IMSO000577,Project,
DEFRA,EA,03-Oct-13,Hidrostal Ltd,1216496,"Ł54,540.00",Owston Ferry - mobile pump ,,,30362925,HOFOFRM007,Project,
DEFRA,EA,03-Oct-13,Hidrostal Ltd,1216499,"Ł54,540.00",Riccall Depot - mobile pump ,,,30362925,HOFOFRM007,Project,
DEFRA,EA,22-Oct-13,CEFlood Alleviation Scheme,1221338,"Ł54,000.00",Live fish movements database - July-September 2013,,,,,Project,
DEFRA,EA,03-Oct-13,Science and Technology Facilities Council,1215753,"Ł52,856.40",Maintenance of the UK Climate Projections 2009 system,,,,EBPCC11003,Project,
DEFRA,EA,28-Oct-13,Kier MG Ltd,1225035,"Ł52,404.55",Dawlish Warren Refurbishment Works - Slipway Repairs,,,30190789,IMSW002089,Project,
DEFRA,EA,08-Oct-13,Atkins Ltd,1218228,"Ł51,484.69",Thames Barrier Drive Equipment,,,30072266,IMTH001493,Project,
DEFRA,EA,03-Oct-13,Information Processing Ltd,1217573,"Ł51,241.10",IT services - creation of a knowledge management database called 'Restore',,,,HOEB910063,Project,
DEFRA,EA,22-Oct-13,Cain Bio Engineering Ltd,1223955,"Ł50,660.40",River Avon restoration works,,,30357329,IMSW001547,Project,
DEFRA,EA,03-Oct-13,Hidrostal Ltd,1216498,"Ł50,340.00",Clyst Honiton Depot - mobile pump ,,,30362925,HOFOFRM007,Project,
DEFRA,EA,17-Oct-13,DEFRA,1221937,"Ł50,000.00",Contribution to Centre for Environmental Risk and Futures (CERF) contract,,,,HOEV101114,Project,
DEFRA,EA,17-Oct-13,Amco Engineering,1222560,"Ł49,174.48",Castle Mills Sluice works,,,30204728,IMNE000252,Project,
DEFRA,EA,10-Oct-13,Ecosulis Ltd,1220488,"Ł49,130.40","Landscape maintenance works, wildfowl monitoring, replacement planting works",,,,IMMI000642,Project,
DEFRA,EA,10-Oct-13,P and R Plant Lincolnshire Ltd,1219451,"Ł48,589.80","Anglian region - minor watercourse maintenance works, Welland and Nene",,,30258388,FRA01S138,Project,
DEFRA,EA,01-Oct-13,Mayson Brothers Ltd,1216945,"Ł48,000.00",Coledale Beck Gravel Trap replacement,,,30239797,IMNW000492,Project,
DEFRA,EA,01-Oct-13,Thermofluidics Ltd,1214114,"Ł48,000.00",Phase 2 of Low Carbon Pumping Competition,,,,HOHRIEM002,Project,
DEFRA,EA,01-Oct-13,Care First,1215344,"Ł47,930.11",2013-14 Employee Assistance Programme (Counselling and advice service) ,,,30158474,,Administration,
DEFRA,EA,24-Oct-13,Tony Hole Marine Ltd,1223262,"Ł46,790.46","2013-14 Non-Coded Vessels - Service, Repair and Maintenance",,,30322647,,Administration,
DEFRA,EA,10-Oct-13,Thermo Fisher Scientific,1219418,"Ł45,894.60","Design, Supply, Installation and Maintenance of Ultrasonic/Electromagnetic Flow Gauges",,,30339567,,Administration,
DEFRA,EA,17-Oct-13,KPMG LLP,1221974,"Ł45,755.58",Climate Change Agreements administration consultancy,,,30374314,,Administration,
DEFRA,EA,08-Oct-13,Turner and Townsend Project Management,1218986,"Ł45,725.10",Thames Estuary 2100 project - phase one programme,,,30314194,IMSE500060,Project,
DEFRA,EA,03-Oct-13,J Breheny Contractors Ltd,1217995,"Ł45,475.20","Light Watercourse Maintenance, West Area 2013-14",,,30343159,,Administration,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218279,"Ł45,153.44",Sandwich Town tidal defences,,,30071913,IMSO001057,Project,
DEFRA,EA,17-Oct-13,ECS Engineering Services Ltd,1221847,"Ł45,100.80",Severn and Trent area Reactive Maintenance of Electrical Assets,,,30312221,,Administration,
DEFRA,EA,22-Oct-13,Economic Solutions Ltd,1222796,"Ł43,854.92",Environmental Sustainability Technical Assistance project,,,,EBPCC13001,Project,
DEFRA,EA,10-Oct-13,EDF Energy Plc,1221077,"Ł43,648.90",Renewable electricity to Kennett Pumping Station,,,30367261,,Administration,
DEFRA,EA,01-Oct-13,Galliford Try Infrastructure Ltd,1217047,"Ł43,391.10",Anglian regional fish and eel pass programme,,,30142734,IMAN002512,Project,
DEFRA,EA,08-Oct-13,Halcrow Group Ltd,1218604,"Ł43,384.44",North East Thames Culvert Surveys,,,30071913,RESE500068,Project,
DEFRA,EA,08-Oct-13,Cheetham Hill Construction Ltd,1218924,"Ł42,770.67",Car park resurfacing at Richard Fairclough House,,,30239782,,Administration,
DEFRA,EA,10-Oct-13,Birch Brothers Kidderminster Ltd,1220390,"Ł42,678.00",Lubbesthorpe Flood Alleviation Scheme,,,30224314,IMMI001024,Project,
DEFRA,EA,10-Oct-13,ECS Engineering Services Ltd,1220405,"Ł42,574.09","Design, fabricate and install replacement silencers for engines",,,30312221,IMAN002275,Project,
DEFRA,EA,03-Oct-13,Hidrostal Ltd,1216489,"Ł42,540.00",Bradney Depot - mobile pumps,,,30362925,HOFOFRM007,Project,
DEFRA,EA,01-Oct-13,AMEC Environment and Infrastructure UK Ltd,1217786,"Ł42,220.39",Anglian - Hydrogeological Services,,,30274977,REANWR7116,Project,
DEFRA,EA,24-Oct-13,J Breheny Contractors Ltd,1223795,"Ł41,876.33",South East minor works at Pett Haul Road,,,30343170,IMSO000573,Project,
DEFRA,EA,24-Oct-13,MU Ventures Ltd,1223362,"Ł40,743.60","Updates to the flood risk ""The Multi-Coloured Manual (MCM)""",,,,HOEV101103,Project,
