UniqueRef,TRANSACTION DATE,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC66393,23-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,002.28",66393
MODGPC66394,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,552.80",66394
MODGPC66395,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,552.80",66395
MODGPC66396,24-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,736.37,66396
MODGPC66397,19-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,558,66397
MODGPC66398,19-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,760.8,66398
MODGPC66399,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,000.00",66399
MODGPC66400,17-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,66400
MODGPC66401,22-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"4,000.00",66401
MODGPC66402,22-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"4,000.00",66402
MODGPC66403,26-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"3,000.00",66403
MODGPC66404,12-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,000.00",66404
MODGPC66405,16-Jul-13,Statutory Bodies                   , FINES,662.5,66405
MODGPC66406,16-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,792.00",66406
MODGPC66407,16-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,128.00",66407
MODGPC66408,26-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,767.58,66408
MODGPC66409,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,596.02",66409
MODGPC66410,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,507.6,66410
MODGPC66411,12-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,500,66411
MODGPC66412,15-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,700,66412
MODGPC66413,22-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,507.5,66413
MODGPC66414,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,700,66414
MODGPC66415,30-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,510.5,66415
MODGPC66416,23-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,700,66416
MODGPC66417,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,841.2,66417
MODGPC66418,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,528,66418
MODGPC66419,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,513.6,66419
MODGPC66420,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,612,66420
MODGPC66421,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,032.00",66421
MODGPC66422,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,376.00",66422
MODGPC66423,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,055.60",66423
MODGPC66424,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"1,228.80",66424
MODGPC66425,31-Jul-13,Statutory Bodies                   , GOV'T SERV - DEFAULT,"2,886.00",66425
MODGPC66426,30-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"2,466.00",66426
MODGPC66427,31-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"2,102.46",66427
MODGPC66428,12-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"1,738.79",66428
MODGPC66429,25-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,"2,362.54",66429
MODGPC66430,24-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,702.78,66430
MODGPC66431,30-Jul-13,Telecommunication Services         , TELECOMMUNICATION SERVICES,"1,912.50",66431
MODGPC66432,23-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,881.82,66432
MODGPC66433,29-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,732.56,66433
MODGPC66434,30-Jul-13,Telecommunication Services         , TELECOMMUNICATION SERVICES,818.18,66434
MODGPC66435,26-Jul-13,Telecommunication Services         , TELECOMMUNICATION EQUIPMENT,955.86,66435
MODGPC66436,13-Jul-13,Telecommunication Services         , CABLE/PAY TV SERVICES,702,66436
MODGPC66437,27-Jul-13,Telecommunication Services         , CABLE/PAY TV SERVICES,"1,285.37",66437
MODGPC66438,27-Jul-13,Telecommunication Services         , CABLE/PAY TV SERVICES,629.57,66438
MODGPC66439,26-Jul-13,Telecommunication Services         , TELECOMMUNICATION SERVICES,650.01,66439
MODGPC66440,30-Jul-13,Telecommunication Services         , TELECOMMUNICATION SERVICES,974,66440
MODGPC66441,23-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,196.40",66441
MODGPC66442,31-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,790,66442
MODGPC66443,24-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"4,530.00",66443
MODGPC66444,29-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,534,66444
MODGPC66445,20-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"2,463.00",66445
MODGPC66446,30-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,188.00",66446
MODGPC66447,30-Jul-13,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"1,500.00",66447
MODGPC66448,23-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,074.00",66448
MODGPC66449,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,175.00",66449
MODGPC66450,22-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"1,974.00",66450
MODGPC66451,17-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,652,66451
MODGPC66452,16-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"5,434.00",66452
MODGPC66453,24-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,500.00",66453
MODGPC66454,31-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,635.60",66454
MODGPC66455,16-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"2,250.00",66455
MODGPC66456,16-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"2,250.00",66456
MODGPC66457,19-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,198.00",66457
MODGPC66458,19-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,000.00",66458
MODGPC66459,24-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"2,575.00",66459
MODGPC66460,30-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,661,66460
MODGPC66461,12-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"9,360.00",66461
MODGPC66462,05-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"1,123.20",66462
MODGPC66463,15-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,720,66463
MODGPC66464,25-Jul-13,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,702,66464
MODGPC66465,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,281.00",66465
MODGPC66466,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,281.00",66466
MODGPC66467,12-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,250.00",66467
MODGPC66468,17-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,655,66468
MODGPC66469,30-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"12,273.60",66469
MODGPC66470,30-Jul-13,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"7,412.03",66470
MODGPC66471,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,970.00",66471
MODGPC66472,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,600.00",66472
MODGPC66473,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,600.00",66473
MODGPC66474,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,470.00",66474
MODGPC66475,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"3,970.00",66475
MODGPC66476,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"4,905.00",66476
MODGPC66477,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"2,700.00",66477
MODGPC66478,24-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,735.00",66478
MODGPC66479,29-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,834,66479
MODGPC66480,16-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,604.8,66480
MODGPC66481,16-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,045.50",66481
MODGPC66482,15-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,585,66482
MODGPC66483,15-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,686.00",66483
MODGPC66484,26-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,817.2,66484
MODGPC66485,26-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,817.2,66485
MODGPC66486,26-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,047.60",66486
MODGPC66487,29-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,180.80",66487
MODGPC66488,22-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,200.00",66488
MODGPC66489,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"80,241.92",66489
MODGPC66490,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"86,632.21",66490
MODGPC66491,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"78,792.98",66491
MODGPC66492,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"76,576.60",66492
MODGPC66493,12-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,700,66493
MODGPC66494,18-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,585,66494
MODGPC66495,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"3,288.00",66495
MODGPC66496,25-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"2,073.60",66496
MODGPC66497,29-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,840,66497
MODGPC66498,18-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,786.24,66498
MODGPC66499,26-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"2,160.00",66499
MODGPC66500,19-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"9,000.00",66500
MODGPC66501,18-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,900,66501
MODGPC66502,19-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,684,66502
MODGPC66503,16-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,440.00",66503
MODGPC66504,18-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,020.00",66504
MODGPC66505,18-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,864,66505
MODGPC66506,24-Jul-13,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"1,776.00",66506
MODGPC66507,16-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"1,687.00",66507
MODGPC66508,05-Jul-13,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,594,66508
MODGPC66509,31-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,399.00",66509
MODGPC66510,31-Jul-13,Training and Educational           , SCHOOLS - DEFAULT,"1,399.00",66510
MODGPC66511,29-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,921.55,66511
MODGPC66512,11-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,863.62,66512
MODGPC66513,26-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,152.37",66513
MODGPC66514,31-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,798.47,66514
MODGPC66515,18-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,815.04,66515
MODGPC66516,26-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,956.15",66516
MODGPC66517,26-Jul-13,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,"1,123.93",66517
MODGPC66518,23-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"3,534.00",66518
MODGPC66519,23-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,335.85",66519
MODGPC66520,26-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,152.00",66520
MODGPC66521,26-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,858,66521
MODGPC66522,26-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,152.00",66522
MODGPC66523,23-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,"1,058.85",66523
MODGPC66524,30-Jul-13,Utilities and Non Automotive Fuel  , FUEL DEALERS,705.9,66524
MODGPC66525,15-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"1,626.00",66525
MODGPC66526,15-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"2,650.00",66526
MODGPC66527,22-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,"2,960.00",66527
MODGPC66528,24-Jul-13,"Vehicles, Servicing and Spares     ", MOTORCYCLE DEALERS,"2,647.39",66528
MODGPC66529,31-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"4,978.02",66529
MODGPC66530,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,590.4,66530
MODGPC66531,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"1,176.00",66531
MODGPC66532,30-Jul-13,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,"1,222.27",66532
MODGPC66533,30-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,659.22,66533
MODGPC66534,30-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,700.00",66534
MODGPC66535,16-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,711,66535
MODGPC66536,25-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,521.60",66536
MODGPC66537,26-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,521.60",66537
MODGPC66538,22-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"2,309.33",66538
MODGPC66539,22-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,933.94,66539
MODGPC66540,29-Jul-13,"Vehicles, Servicing and Spares     ", MISC AUTO DEALERS - DEFAULT,"2,596.53",66540
MODGPC66541,18-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,"1,699.82",66541
MODGPC66542,24-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,582,66542
MODGPC66543,18-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"4,950.00",66543
MODGPC66544,18-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"4,944.00",66544
MODGPC66545,25-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"4,944.00",66545
MODGPC66546,25-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"4,950.00",66546
MODGPC66547,12-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"5,089.54",66547
MODGPC66548,22-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,523.2,66548
MODGPC66549,12-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,452.69",66549
MODGPC66550,11-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,498.63",66550
MODGPC66551,30-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,695.28,66551
MODGPC66552,18-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,500.00",66552
MODGPC66553,24-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,536.66,66553
MODGPC66554,19-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,788.04,66554
MODGPC66555,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,050.84",66555
MODGPC66556,16-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,602.28,66556
MODGPC66557,23-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,528,66557
MODGPC66558,26-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/USED ONLY,"5,340.00",66558
MODGPC66559,17-Jul-13,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"3,463.68",66559
MODGPC66560,25-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,720,66560
MODGPC66561,18-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,984,66561
MODGPC66562,16-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,546.66,66562
MODGPC66563,17-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,768.74,66563
MODGPC66564,16-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE TIRE STORES,769.14,66564
MODGPC66565,22-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,149.84",66565
MODGPC66566,16-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,648.72,66566
MODGPC66567,16-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,896.4,66567
MODGPC66568,23-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,896.4,66568
MODGPC66569,15-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,"1,124.24",66569
MODGPC66570,15-Jul-13,"Vehicles, Servicing and Spares     ", AUTO SERVICE SHOPS/NON DEALER,687,66570
MODGPC66571,31-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,516.43,66571
MODGPC66572,31-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,639.14,66572
MODGPC66573,12-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,560.73,66573
MODGPC66574,22-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,502.32,66574
MODGPC66575,12-Jul-13,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,829.2,66575
MODGPC66576,26-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,824.16,66576
MODGPC66577,23-Jul-13,"Vehicles, Servicing and Spares     ", AUTO BODY REPAIR SHOPS,615.64,66577
MODGPC66578,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,788.69,66578
MODGPC66579,17-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,542.03,66579
MODGPC66580,19-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,577.33,66580
MODGPC66581,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,033.44",66581
MODGPC66582,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,516.37,66582
MODGPC66583,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,046.47",66583
MODGPC66584,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,879.36,66584
MODGPC66585,19-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,501.08,66585
MODGPC66586,29-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"1,829.17",66586
MODGPC66587,17-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,672.48,66587
MODGPC66588,23-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"2,108.07",66588
MODGPC66589,23-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,562.7,66589
MODGPC66590,17-Jul-13,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"3,464.50",66590
