Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier tab final,Contract Number,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,PETERBOROUGH CITY COUNCIL,ERS-524555-92210,"£268,342.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,PE1 1HQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,PLYMOUTH CITY COUNCIL,ERS-524557-92211,"£356,920.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,PL1 2AA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,POOLE BOROUGH OF,ERS-524558-92212,"£240,147.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,BH15 2RU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,PORTSMOUTH CITY COUNCIL,ERS-524560-92213,"£285,817.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,PO1 2AL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,READING BOROUGH COUNCIL,ERS-524561-92214,227858,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,RG1 7TD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-524562-92215,"£326,555.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,IG1 1TR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-524563-92216,"£255,079.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TS6 9AR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-524564-92217,"£244,353.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TW1 3BZ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,ROCHDALE BOROUGH COUNCIL,ERS-524565-92218,"£325,178.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,OL16 9AJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,ROTHERHAM BOROUGH COUNCIL,ERS-524566-92219,"£367,969.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,S65 1UE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,RUTLAND COUNTY COUNCIL,ERS-524567-92220,"£152,002.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,LE15 6HP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SALFORD CITY COUNCIL,ERS-524568-92221,"£362,982.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,M27 5AP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-524569-92222,"£458,751.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,B69 3DE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-524570-92223,"£400,406.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,L20 3NQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SHEFFIELD CITY COUNCIL,ERS-524571-92224,"£613,591.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,S1 1UJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SHROPSHIRE COUNTY COUNCIL,ERS-524572-92225,"£376,735.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SY2 6ND,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,SLOUGH BOROUGH COUNCIL,ERS-524573-92226,218095,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SL1 3UF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-524574-92227,"£282,193.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,B91 9GN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOMERSET COUNTY COUNCIL,ERS-524575-92228,"£576,081.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TA1 4DY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOUTH GLOUCESTERSHIRE COUNCIL,ERS-524576-92231,"£293,877.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,BS15 9TR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOUTH TYNESIDE COUNCIL,ERS-524578-92233,"£290,304.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,NE33 2RL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-524586-92321,"£289,906.00",Local Reform & Community Voices and Care Bill Implementation grants,RM10 7BY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,EALING MENCAP,ERS-524588-92181,"£123,603.00",2013-14 IESD - Ealing Mencap Project: Making the System Work for Me AIMS: 2542175,UB6 8TJ,,Other,Voluntary,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOUTHAMPTON CITY COUNCIL,ERS-524589-92230,"£325,364.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SO15 1GX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BARNET LONDON BOROUGH COUNCIL,ERS-524590-92322,"£386,428.00",Local Reform & Community Voices and Care Bill Implementation grants,NW4 4BG,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-524591-92232,"£273,821.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SS2 6ER,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-524593-92229,"£408,671.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SE17 1RX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-524594-92323,"£348,666.00",Local Reform & Community Voices and Care Bill Implementation grants,S70 2TJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-524595-92201,298900,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WA10 1HP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BATH AND NORTH EAST SOMERSET COUNCIL,ERS-524596-92324,"£256,798.00",Local Reform & Community Voices and Care Bill Implementation grants,BA1 5AW,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,STAFFORDSHIRE COUNTY COUNCIL,ERS-524597-92234,"£764,707.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,ST16 2NF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-524598-92235,"£356,760.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SK1 3XE,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BEDFORD BOROUGH COUNCIL,ERS-524599-92325,"£237,123.00",Local Reform & Community Voices and Care Bill Implementation grants,MK40 1SH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-524600-92236,"£277,657.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TS23 2YD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BEXLEY LONDON BOROUGH COUNCIL,ERS-524601-92326,"£292,672.00",Local Reform & Community Voices and Care Bill Implementation grants,DA8 1TL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,STOKE-ON-TRENT CITY COUNCIL,ERS-524602-92237,"£365,550.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,ST4 4TS,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BIRMINGHAM CITY COUNCIL,ERS-524603-92327,"£1,136,458.00",Local Reform & Community Voices and Care Bill Implementation grants,B3 3AB,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SUFFOLK COUNTY COUNCIL,ERS-524604-92238,"£714,034.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,IP1 2DH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-524605-92239,"£408,153.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SR2 7DN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-524606-92329,"£263,061.00",Local Reform & Community Voices and Care Bill Implementation grants,BB1 7DY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,SURREY COUNTY COUNCIL,ERS-524607-92240,846463,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,KT1 2DN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BLACKPOOL BOROUGH COUNCIL,ERS-524608-92328,"£288,212.00",Local Reform & Community Voices and Care Bill Implementation grants,FY1 1NF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SUTTON LONDON BOROUGH COUNCIL,ERS-524609-92241,"£258,160.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SM1 1EA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-524610-92330,"£376,064.00",Local Reform & Community Voices and Care Bill Implementation grants,BL1 1RX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,SWINDON BOROUGH COUNCIL,ERS-524611-92242,"£263,933.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SN1 2JH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,TAMESIDE METROPOLITAN BOROUGH COUNCIL,ERS-524612-92243,"£400,113.60",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,OL6 6DL,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BOURNEMOUTH COUNCIL,ERS-524613-92331,"£284,641.00",Local Reform & Community Voices and Care Bill Implementation grants,BH2 6DY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,TELFORD AND WREKIN BOROUGH OF,ERS-524614-92244,"£264,843.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TF3 4LF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,THURROCK BOROUGH COUNCIL,ERS-524615-92245,"£243,154.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,RM17 0LT,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BRACKNELL FOREST BOROUGH COUNCIL,ERS-524616-92332,"£190,351.00",Local Reform & Community Voices and Care Bill Implementation grants,RG12 1AQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,TORBAY COUNCIL,ERS-524617-92246,"£274,647.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,TQ1 3DR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BRADFORD CITY COUNCIL,ERS-524618-92333,"£539,894.00",Local Reform & Community Voices and Care Bill Implementation grants,BD1 1HX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-524619-92247,389584,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,E2 0HQ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-524620-92248,"£295,802.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,M32 0YY,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BRENT LONDON BOROUGH COUNCIL,ERS-524621-92406,"£367,563.00",Local Reform & Community Voices and Care Bill Implementation grants,HA9 8AD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-524622-92249,"£422,800.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WF1 9AJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-524623-92250,"£383,599.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WS1 1RG,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BRIGHTON AND HOVE CITY COUNCIL,ERS-524624-92334,"£346,906.00",Local Reform & Community Voices and Care Bill Implementation grants,BN3 2SR,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-524625-92251,"£321,626.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,E17 4JA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-524626-92252,"£359,330.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SW18 2PU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WARRINGTON BOROUGH COUNCIL,ERS-524627-92253,"£273,773.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WA1 1BN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WARWICKSHIRE COUNTY COUNCIL,ERS-524628-92254,"£528,583.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,CV34 4RH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WEST BERKSHIRE COUNCIL,ERS-524629-92255,"£215,466.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,RG14 5LD,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WEST SUSSEX COUNTY COUNCIL,ERS-524630-92257,"£721,630.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WEST SUSSEX,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,WESTMINSTER CITY COUNCIL,ERS-524631-92256,363973,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WC2N 6NU,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-524632-92258,"£412,568.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WN1 3XZ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BRISTOL CITY COUNCIL,ERS-524634-92335,"£491,340.00",Local Reform & Communities Voices & Care Bill Implementation grants,BS1 5SP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BROMLEY LONDON BOROUGH COUNCIL,ERS-524635-92336,"£340,005.00",Local Reform & Communities Voices & Care Bill Implementation grants,BR1 3UH,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BUCKINGHAMSHIRE COUNTY COUNCIL,ERS-524636-92337,"£426,853.00",Local Reform & Communities Voices & Care Bill Implementation grants,HP20 1UA,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,BURY METROPOLITAN BOROUGH COUNCIL,ERS-524637-92338,"£272,504.00",Local Reform & Communities Voices & Care Bill Implementation grants,BL9 0SP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WILTSHIRE COUNTY COUNCIL,ERS-524638-92259,"£454,260.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,BA14 8JN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-524639-92339,"£291,270.00",Local Reform & Communities Voices & Care Bill Implementation grants,HX1 1TP,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,ERS-524640-92260,"£211,051.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,SL6 1RF,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-524641-92261,"£450,160.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,CH41 5FN,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WOKINGHAM COUNCIL,ERS-524642-92262,"£197,530.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,RG40 1WJ,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,05/08/2014,Revenue Grants to local authorities,DG: SCLGCP,WOLVERHAMPTON CITY COUNCIL,ERS-524643-92263,"£373,602.00",Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WV1 1RG,,Programme,Public,,,,,,,,,,,,,,,,
Department of Health,Department of Health,41856,Revenue Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-524644-92264,555681,Local Reform and Community Voices & Care Bill Implementation Grants 14/15,WR5 2NP,,Programme,Public,,,,,,,,,,,,,,,,
