Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ESSEX UNIVERSITY OF,PUBLIC,CO4 3SQ,ERS-471949-64483,"264,639.00",,Rus Regional Design Service,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"125,000.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"162,500.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"20,310.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"12,447.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"32,665.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-472094-64517,"12,549.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"27,032.00",,HTA - Medical Device Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"68,207.00",,Prostrate Cancer,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"26,283.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-472094-64517,"22,608.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"15,790.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"5,357.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"1,644.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"2,642.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"4,972.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"55,560.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"34,324.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"20,014.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-472009-64501,"29,563.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"14,187.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-471903-64469,"33,456.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"24,327.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-472050-64507,"20,976.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"85,557.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"38,407.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"32,186.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-472018-64502,"33,911.00",,NIHR Collab Group Genetics in Healthcare,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"69,221.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-471942-64480,"73,336.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-471950-64484,"126,568.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"29,866.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"27,216.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"36,623.00",,HTA commissioned workstream,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-472049-64506,"36,530.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-471924-64475,"35,057.00",,HTA commissioned workstream,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-472009-64501,"101,760.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-471950-64484,"96,784.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-471973-64491,"4,333.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"63,287.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"20,631.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-471922-64474,"244,136.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"107,061.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-471999-64488,"16,412.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-471924-64475,"57,975.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"18,076.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"72,227.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"50,691.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"93,446.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,HULL UNIVERSITY OF,PUBLIC,HU6 7RX,ERS-471964-64487,"86,480.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"17,290.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-471924-64475,"16,967.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,READING UNIVERSITY OF,PUBLIC,RG6 6AH,ERS-472055-64508,"74,317.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"46,493.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"35,109.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"8,199.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"185,949.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"86,813.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"86,160.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"123,349.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"46,245.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"126,873.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-471999-64488,"97,614.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"21,563.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"100,860.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"69,298.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"40,505.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"3,752.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"59,155.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"88,205.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,READING UNIVERSITY OF,PUBLIC,RG6 6AH,ERS-472055-64508,"36,630.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-472018-64502,"15,641.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"56,334.00",,Invention for Innovation,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"572,469.00",,UKCRC Medicines for Children Management,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"353,425.00",,UKCRC Diabetes Management,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"88,597.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"2,244,503.00",,UKCRC Management,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"388,899.00",,UKCRC Alzheimers Management,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"4,934.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-471903-64469,"51,439.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-471947-64481,"81,042.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-471942-64480,"101,661.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,GLASGOW UNIVERSITY OF,PUBLIC,G12 8QQ,ERS-471952-64485,"89,075.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"85,507.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"119,390.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BANGOR UNIVERSITY,PUBLIC,LL57 2DG,ERS-471905-64516,"29,922.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"44,262.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-471994-64497,"75,000.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASTER UNIVERSITY,PUBLIC,LA1 4YT,ERS-471986-64494,"256,871.00",,Rus Regional Design Service,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"256,875.00",,Rus Regional Design Service,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"8,459.00",,Systematic Reviews Infra,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-471999-64488,"51,250.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-471903-64469,"93,400.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"92,102.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"40,938.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"29,891.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-471977-64493,"9,629.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"100,000.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-471929-64476,"66,822.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-472007-64500,"28,759.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-471994-64497,"31,384.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BELFAST QUEENS UNIVERSITY OF,PUBLIC,BT7 1NN,ERS-471912-64471,"57,234.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"27,109.00",,NIHR/HTA Clinical Trials Unit,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-472071-64510,"75,982.00",,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-472119-64518,"112,897.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"144,077.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"40,078.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"34,976.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-471999-64488,"94,960.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LANCASTER UNIVERSITY,PUBLIC,LA1 4YT,ERS-471986-64494,"53,280.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-471994-64497,"71,740.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"54,270.00",,Msc-Studentship,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ST GEORGES HOSPITAL MEDICAL SCHOOL,PUBLIC,SW17 0RE,ERS-472082-64512,"22,459.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"22,326.00",,Health Service Recharge,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"68,267.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-471994-64497,"28,034.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"35,180.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SHEFFIELD HALLAM UNIVERSITY,PUBLIC,S1 1WB,ERS-472068-64509,"39,174.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-471938-64478,"34,308.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"86,614.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"89,706.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"34,959.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"45,154.00",,HTA - Systemic Evaluation of Diagnostic Tests,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-472037-64504,"57,323.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-471968-64490,"34,604.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-471929-64476,"119,446.00",,HTA Topic Areas & Genetics Technology,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-472108-64499,"46,961.00",,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"54,177.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-471914-64472,"116,877.00",,HTA commissioned workstream,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-471903-64469,"38,531.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-472126-64520,"39,067.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-471950-64484,"41,628.00",,HTA - Public Health (Disease Prevention),Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-472079-64511,"57,789.00",,EME NETSCC,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-472009-64501,"44,714.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-471993-64496,"71,804.00",,Health Tech Assessment,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-472041-64505,"32,676.00",,Cochrane Programme Scheme,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-471997-64498,"11,982.00",,Health Technology Devices - 2nd series,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-471903-64469,"55,360.00",,HTA commissioned workstream,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-472049-64506,"32,167.00",,Service Delivery & Org,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-472018-64502,"41,184.00",,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,27/09/2012,Research & development,Research & Development,INSTITUTE OF CANCER RESEARCH (ICR),PUBLIC,SW7 3RP,ERS-471970-64521,"29,241.00",,EME NETSCC,Programme,
