DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION NUMBER,AMOUNT
Ministry of Justice,HMCS,27-Oct-10,FZ999-Midlands Region,222002-Other Property Costs,MITIE SECURITY LTD,1382670,"$27,041.34 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,265000-IT & Telecommunications,LOGICA UK LTD,1382602,"$25,718.40 "
Ministry of Justice,HMCS,27-Oct-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1382602,"$132,467.15 "
Ministry of Justice,HMCS,27-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1382115,"$41,150.85 "
Ministry of Justice,HMCS,28-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1383837,"$35,207.41 "
Ministry of Justice,HMCS,28-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1383837,"$35,207.41 "
Ministry of Justice,HMCS,28-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1383837,"$35,207.41 "
Ministry of Justice,HMCS,28-Oct-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,229223,"$27,943.47 "
Ministry of Justice,HMCS,28-Oct-10,WW000-Balance Sheet,611000-Debtors <1 year - Other Debtors,BRISTOL CITY COUNCIL,1383832,"$26,400.00 "
Ministry of Justice,HMCS,28-Oct-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,229603,"$53,166.60 "
Ministry of Justice,HMCS,28-Oct-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,230845,"$37,452.58 "
Ministry of Justice,HMCS,28-Oct-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,231556,"$25,294.20 "
Ministry of Justice,HMCS,28-Oct-10,FZ999-Midlands Region,710800-Creditor <1 yr - Third Party Monies,ONE TIME CAPS,231672,"$38,295.63 "
Ministry of Justice,HMCS,28-Oct-10,CZ999-South East Region,532000-Tangible GBV - Additions,CONTROLLED LTD,1383833,"$49,660.67 "
Ministry of Justice,HMCS,28-Oct-10,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,ST EDMUNDSBURY BOROUGH COUNCIL,1383837,"$35,207.41 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1032579,"$50,360.50 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1032638,"$73,118.46 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1032600,"$59,509.45 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1032600,"$26,208.49 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1032627,"$57,579.70 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,234000-Profit/Loss on Disposal of Fixed Assets,KNIGHT FRANK LLP,1032658,"$62,148.42 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CACI LTD,1032598,"$58,750.00 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CACI LTD,1032598,"$27,612.50 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CACI LTD,1032598,"$58,162.50 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1032597,"$199,345.02 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6228,"$27,000,000.00 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1032669,"$36,828.03 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1032737,"$74,821.41 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1032638,"$66,702.90 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,223000-Other Expenditure,HOME OFFICE,1032645,"$31,332.14 "
Ministry of Justice,MoJ HQ,28-Oct-10,ZZ900-MoJ HQ,222002-Other Property Costs,HOME OFFICE,1032645,"$482,820.00 "
Ministry of Justice,HMCS,29-Oct-10,IZ999-RCJ Group,222002-Other Property Costs,VICTORIA MEDICAL & GENERAL CLEANING SERVICES LTD,1385074,"$65,716.73 "
Ministry of Justice,HMCS,29-Oct-10,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DIMESTAGE (CONSTRUCTION COMPANY) LTD,1384736,"$51,854.76 "
Ministry of Justice,HMCS,29-Oct-10,AV329-CP-Mag. Courts Operational Bus.sys,532000-Tangible GBV - Additions,LOGICA UK LTD,1384867,"$51,668.57 "
Ministry of Justice,HMCS,29-Oct-10,HZ999-North East and Yorkshire,222001-Maintenance,DTZ DEBENHAM TIE LEUNG,1384742,"$58,164.34 "
Ministry of Justice,HMCS,29-Oct-10,BZ999-London Region,222001-Maintenance,COFELY LTD,1384697,"$52,904.09 "
Ministry of Justice,HMCS,29-Oct-10,BZ999-London Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1385115,"$33,118.22 "
Ministry of Justice,HMCS,29-Oct-10,FZ999-Midlands Region,223001-Printing Postage and Office expenditure,XEROX (UK) LTD,1385115,"$25,610.97 "
Ministry of Justice,HMCS,29-Oct-10,AV322-CP Change Management SUPS,512000-Intangible GBV - Additions,LOGICA UK LTD,1384867,"$68,882.03 "
Ministry of Justice,HMCS,29-Oct-10,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1384930,"$120,281.60 "
Ministry of Justice,HMCS,29-Oct-10,CZ999-South East Region,222001-Maintenance,BAILEY MAINTENANCE LTD,1384620,"$30,761.50 "
Ministry of Justice,HMCS,29-Oct-10,AV334-DARTS Roll Out Project,512000-Intangible GBV - Additions,LOGICA UK LTD,1384867,"$124,550.00 "
Ministry of Justice,HMCS,29-Oct-10,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1384679,"$39,351.16 "
Ministry of Justice,HMCS,29-Oct-10,FZ999-Midlands Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1384983,"$254,053.78 "
Ministry of Justice,HMCS,29-Oct-10,DZ999-South West Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1384983,"$143,349.83 "
Ministry of Justice,Tribunals,29-Oct-10,TR120-Corporate,265000-IT & Telecommunications,MAILING EXPORT AND DISTRIBUTION SERVICES LTD (MEADS),1051649,"$28,059.00 "
Ministry of Justice,Tribunals,29-Oct-10,TB140-Change Programme,222001-Maintenance,ISG INTERIOR SERVICES GROUP UK PLC,1051621,"$26,949.08 "
