Department,Entity,Date,Transaction Number,GBP Amount,Supplier ,Account Description
FCO,FCO,30-May-13,4315591,213.69,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315591,42.4,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315591,227.33,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,20.24,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,153.59,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315591,150.5,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,71.72,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,47.96,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315591,148.83,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315591,540.9,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315591,"8,860.31",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,18.03,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315591,36.43,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,"1,735.14",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,83.17,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,153.02,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315591,69.1,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,118.46,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315592,"14,485.71",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315592,383.75,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315592,"1,232.95",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315592,"1,180.13",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,91.91,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,"1,202.60",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,"1,427.23",ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315592,"2,971.79",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315592,31.41,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,190.22,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,50.55,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315592,56.03,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315592,117.93,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315592,253.05,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315592,50.55,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315594,"1,869.89",ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315594,79.23,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,"39,470.93",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315594,"8,263.40",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315594,"1,184.13",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315594,"1,184.13",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315594,266.71,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315594,266.71,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315594,281.13,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315594,50.28,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,"1,033.02",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,50.28,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,71.33,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315594,864.44,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315594,"1,509.18",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315594,"39,470.93",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315594,"1,509.18",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315594,182.94,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,18.21,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315594,"8,263.40",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315595,"4,005.61",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315595,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,70.42,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,479.49,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,32.5,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,0.36,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315595,2.71,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,40.5,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,3.02,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,4.82,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,"8,118.26",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315595,65.65,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,1.81,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315595,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,2.41,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,61.94,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,67.18,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,62.82,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Residential
FCO,FCO,30-May-13,4315595,33.64,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,"32,225.55",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315595,2.71,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,"8,637.12",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,1.44,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315595,262.86,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,"31,407.69",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,76.21,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,136.99,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315595,20.94,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315595,46.12,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,"9,422.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,473.21,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315595,4.22,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,"1,256.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,"1,256.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,"1,256.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,"1,600.03",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315595,66.41,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315595,157.04,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315595,5.43,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315595,12.1,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,837.54,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,690.76,ISS FACILITY SERVICES LTD FCO OP - POE,Waste Disposal
FCO,FCO,30-May-13,4315596,126.15,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,167.51,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,6.28,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,209.38,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,182.13,ISS FACILITY SERVICES LTD FCO OP - POE,Bank Charges (Oracle Cash Management Control Account)
FCO,FCO,30-May-13,4315596,"4,143.52",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,69.1,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Residential
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,18.84,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"5,215.16",ISS FACILITY SERVICES LTD FCO OP - POE,Gas Non-Residential
FCO,FCO,30-May-13,4315596,103.65,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone line and equipment rental charges
FCO,FCO,30-May-13,4315596,252.39,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315596,"45,721.56",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,596.75,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,21.99,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"14,133.46",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"4,648.34",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"3,978.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"10,678.62",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,69.1,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Residential
FCO,FCO,30-May-13,4315596,18.84,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,20.73,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,18.84,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"1,650.12",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,857.43,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,322.14,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,610.08,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315596,9.72,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,18.84,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,435.47,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"2,544.02",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,523.46,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,996.93,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,314.12,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,6.28,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,15.7,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,812.29,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315596,29.73,ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315596,"1,842.48",ISS FACILITY SERVICES LTD FCO OP - POE,Gas Residential
FCO,FCO,30-May-13,4315596,69.94,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315596,92.74,ISS FACILITY SERVICES LTD FCO OP - POE,Water Residential
FCO,FCO,30-May-13,4315596,"1,650.12",ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"8,834.98",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,"69,461.25",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,314.08,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,17.8,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,"2,894.22",ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,314.08,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,17.8,ISS FACILITY SERVICES LTD FCO OP - POE,Property Maintenance Overseas Non Residential
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,237.26,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,857.43,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,241.27,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"2,198.96",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315596,"2,160.27",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315596,"69,461.25",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,"5,025.23",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,104.69,ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,"8,834.98",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - non residential
FCO,FCO,30-May-13,4315596,"22,048.20",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,254.49,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315596,"7,223.77",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"9,422.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,851.92",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,066.73",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,637.12",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"9,736.38",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,166.00",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"4,711.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,223.77",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"4,349.76",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,223.77",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"1,340.06",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"10,050.46",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,443.62",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"11,043.35",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,480.08",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"5,217.28",ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Non-Residential
FCO,FCO,30-May-13,4315596,"7,851.92",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"9,422.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"10,050.46",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,794.15",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"13,348.27",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,066.73",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,851.92",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"9,422.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"9,631.69",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"4,947.56",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,47.11,ISS FACILITY SERVICES LTD FCO OP - POE,Telephone Call Charges
FCO,FCO,30-May-13,4315596,"3,722.99",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,537.85",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,066.73",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"12,563.08",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"8,480.08",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"10,521.58",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"7,851.92",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"5,810.42",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"5,339.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315596,"6,281.54",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315597,14.19,ISS FACILITY SERVICES LTD FCO OP - POE,Water Non-Residential
FCO,FCO,30-May-13,4315597,"1,570.38",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315597,528.8,ISS FACILITY SERVICES LTD FCO OP - POE,Electricity Residential
FCO,FCO,30-May-13,4315597,"1,256.31",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
FCO,FCO,30-May-13,4315597,"2,093.85",ISS FACILITY SERVICES LTD FCO OP - POE,Rental Payments - residential
