ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
MoJ HQ,10-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562,"Ł76,317.60"
MoJ HQ,14-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,ATOS ORIGIN IT SERVICES UK LTD T/A ATOS HEALTHCARE,1043782,"Ł66,621.60"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949,"Ł26,408.40"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949,"Ł25,858.22"
MoJ HQ,28-Mar-11,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",223566-IT Running Costs - CJG,HOME OFFICE IT,1045406,"Ł68,222.97"
MoJ HQ,28-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1045336,"Ł26,408.40"
MoJ HQ,30-Mar-11,LZ600-Transforming Justice,223571-Consultancy,PA CONSULTING GROUPS,1045803,"Ł60,480.00"
MoJ HQ,24-Mar-11,KY300-Legal Services Strategy,223572-Consultancy (Advisory only),DSTL,1044993,"Ł36,772.78"
MoJ HQ,03-Mar-11,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1042855,"Ł28,385.65"
MoJ HQ,24-Mar-11,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1045039,"Ł34,075.00"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł60,511.27"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł141,659.76"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł183,985.09"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł150,296.81"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł32,308.04"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"Ł108,571.73"
MoJ HQ,17-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044163,"Ł33,656.20"
MoJ HQ,21-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044502,"Ł33,564.60"
MoJ HQ,30-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602,"Ł39,836.01"
MoJ HQ,30-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602,"Ł29,378.52"
MoJ HQ,09-Mar-11,KY300-Legal Services Strategy,243010-Legal Services Commission - Administration Grants,LEGAL SERVICES COMMISSION,6283,"Ł26,000,000.00"
MoJ HQ,07-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6281,"Ł1,440,000.00"
MoJ HQ,14-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6285,"Ł65,000.00"
MoJ HQ,16-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6287,"Ł85,000.00"
MoJ HQ,16-Mar-11,KY340-Access to Justice Delivery,243210-Grants to OCJR,CRIMINAL CASES REVIEW COMMISSION,6286,"Ł500,000.00"
MoJ HQ,07-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,METROPOLITAN POLICE AUTHORITY,1043166,"Ł41,445.36"
MoJ HQ,07-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,LANCASHIRE POLICE AUTHORITY,1043143,"Ł31,500.00"
MoJ HQ,07-Mar-11,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043170,"Ł187,500.00"
MoJ HQ,14-Mar-11,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043906,"Ł187,500.00"
MoJ HQ,17-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,MANCHESTER CITY COUNCIL,1044279,"Ł117,420.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,NORTHUMBRIA POLICE AUTHORITY,1044595,"Ł50,000.00"
MoJ HQ,24-Mar-11,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,DEPARTMENT FOR WORK & PENSIONS (DWP),1044984,"Ł30,000.00"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,RESTORATIVE JUSTICE CONSORTIUM,1045149,"Ł75,000.00"
MoJ HQ,02-Mar-11,KY300-Legal Services Strategy,244016-GIA to Office for Legal Complaints,OFFICE FOR LEGAL COMPLAINTS,1042734,"Ł2,000,000.00"
MoJ HQ,07-Mar-11,RC999-Criminal Justice Group - OMS,244231-YJB Grants for YOTS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6282,"Ł61,331,000.00"
MoJ HQ,04-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6278,"Ł76,800,000.00"
MoJ HQ,10-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6284,"Ł17,700,000.00"
MoJ HQ,17-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6288,"Ł21,300,000.00"
MoJ HQ,24-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6289,"Ł24,300,000.00"
MoJ HQ,31-Mar-11,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6296,"Ł22,200,000.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,532301-TA GBV - Add- IT- Computers,ATOS ORIGIN IT SERVICES UK LTD,1045574,"Ł278,891.56"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398,"Ł36,421.32"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398,"Ł62,678.77"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,FUJITSU SERVICES LTD,1042829,"Ł83,819.25"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,CABLE & WIRELESS,1045336,"Ł390,153.78"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1044531,"Ł173,774.58"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1045673,"Ł181,329.99"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1070,"Ł1,988,210.90"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1077,"Ł85,325.39"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1076,"Ł55,836.36"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1071,"Ł1,537,005.00"
MoJ HQ,07-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6279,"Ł312,360.72"
MoJ HQ,11-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,HM PRISON SERVICE,1067,"Ł910,327.49"
MoJ HQ,30-Mar-11,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6293,"Ł106,786.53"
MoJ HQ,17-Mar-11,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1068,"Ł405,099.46"
MoJ HQ,17-Mar-11,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1069,"Ł11,363,720.36"
MoJ HQ,31-Mar-11,WW000-Balance Sheet,710641-Payable to CF - Excess Approptns in Aid,HM TREASURY - CFER PAYOVER,1080,"Ł4,361,000.00"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1074,"Ł130,947.18"
MoJ HQ,18-Mar-11,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1075,"Ł120,143.86"
Tribunals,15-Mar-11,TR130-Finance & Resources,211322-Judicial Superannuation Lower,JUDICIAL PENSIONS SCHEME,1034,"Ł1,326,626.94"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,NB REAL ESTATE,1069909,"Ł588,367.20"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070136,"Ł36,937.50"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070135,"Ł38,550.00"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,19287,"Ł42,600.00"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805,"Ł339,621.76"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805,"Ł104,750.00"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786,"Ł34,431.76"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860,"Ł121,018.80"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860,"Ł179,775.30"
Tribunals,04-Mar-11,TR140-Finance & Resources (Estates),221112-Property Rents - Passing Rent,MAPELEY STEPS CONTRACTOR LTD,1069886,"Ł74,379.01"
Tribunals,04-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,EDDISONS,1069814,"Ł135,660.30"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786,"Ł34,431.76"
Tribunals,04-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,SANDERSON WEATHERALL,1070116,"Ł84,450.00"
Tribunals,08-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,SAVILLS COMMERCIAL LTD,1070660,"Ł54,744.00"
Tribunals,08-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,LAND SECURITIES PROPERTIES LTD,1070520,"Ł95,177.77"
Tribunals,08-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,CITY OF LONDON,1070451,"Ł187,500.00"
Tribunals,11-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,ASHWELL ROGERS LLP,1070982,"Ł278,250.00"
Tribunals,11-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,HELIX PROPERTIES,1071076,"Ł35,920.80"
Tribunals,11-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1071011,"Ł73,263.90"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410,"Ł111,600.00"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410,"Ł192,150.00"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,PHOENIX BEARD,1072390,"Ł218,939.26"
Tribunals,15-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,MONTAGU EVANS,1072291,"Ł85,625.00"
Tribunals,15-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1071873,"Ł237,507.08"
Tribunals,18-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,ABERDEEN PROPERTY INVESTORS,1073029,"Ł92,911.50"
Tribunals,18-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,SOCA (SERIOUS ORGANISED CRIME AGENCY),1073391,"Ł51,695.05"
Tribunals,22-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,ROSEMOUNT POCOCK STREET LLP,1073812,"Ł71,656.80"
Tribunals,22-Mar-11,TR190-Regional North,221112-Property Rents - Passing Rent,COLLIER & MADGE PLC,1073571,"Ł172,350.00"
Tribunals,22-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GENERAL PHYSICS (UK) LTD,1073597,"Ł66,094.20"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,FERNEX LTD,1074191,"Ł165,150.00"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1074209,"Ł32,391.32"
Tribunals,25-Mar-11,TR200-Regional South,221112-Property Rents - Passing Rent,GE REAL ESTATE,1074197,"Ł138,983.70"
Tribunals,08-Mar-11,TR200-Regional South,222114-Service Charges,SANDERSON WEATHERALL,1070658,"Ł29,377.88"
Tribunals,11-Mar-11,TR190-Regional North,222114-Service Charges,LAND SECURITIES PROPERTIES LTD,1071098,"Ł26,395.93"
Tribunals,15-Mar-11,TR200-Regional South,222114-Service Charges,PHOENIX BEARD,1072391,"Ł85,928.40"
Tribunals,15-Mar-11,TR200-Regional South,222114-Service Charges,NB REAL ESTATE,1072339,"Ł63,132.85"
Tribunals,22-Mar-11,TR190-Regional North,222114-Service Charges,MARDAN NORWICH LTD,19627,"Ł144,000.00"
Tribunals,29-Mar-11,TR190-Regional North,222114-Service Charges,OPTIC ASSET MANAGEMENT LTD,1074850,"Ł68,037.60"
Tribunals,31-Mar-11,TR190-Regional North,222114-Service Charges,CUSHMAN & WAKEFIELD,1075059,"Ł29,795.10"
Tribunals,31-Mar-11,TR190-Regional North,222114-Service Charges,CBRE CB RICHARD ELLIS,1075364,"Ł28,120.34"
Tribunals,15-Mar-11,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278,"Ł33,991.03"
Tribunals,15-Mar-11,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278,"Ł170,192.96"
Tribunals,04-Mar-11,TR120-Corporate,222152-Cleaning (excl Waste Collctn),MACLELLAN INTERNATIONAL LTD,1069883,"Ł30,122.63"
Tribunals,22-Mar-11,TR120-Corporate,222152-Cleaning (excl Waste Collctn),REGENT OFFICE CARE LTD,1073809,"Ł27,278.63"
Tribunals,11-Mar-11,TR140-Finance & Resources (Estates),222171-TS PRIME FUP Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1071029,"Ł916,945.76"
Tribunals,25-Mar-11,TB140-Change Programme,222182-Mechanical & Electrical,ATOS ORIGIN IT SERVICES UK LTD,1074133,"Ł88,312.80"
Tribunals,15-Mar-11,TR200-Regional South,222185-Estate Surveying,GVA GRIMLEY LTD,1072027,"Ł43,660.75"
Tribunals,22-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1073651,"Ł148,487.02"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482,"Ł82,399.20"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482,"Ł70,890.60"
Tribunals,25-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,POWERPERFECTOR PLC,1074429,"Ł26,698.80"
Tribunals,29-Mar-11,TR190-Regional North,222192-CIS Labour Mechanical & Electric,ANSA ELEVATORS LTD,1074623,"Ł48,425.04"
Tribunals,31-Mar-11,TR200-Regional South,222192-CIS Labour Mechanical & Electric,ISLWYN PUGH CONSTRUCTION LTD,1075083,"Ł90,000.00"
Tribunals,01-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1069653,"Ł66,531.38"
Tribunals,11-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1071424,"Ł51,080.20"
Tribunals,18-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1073135,"Ł46,425.18"
Tribunals,29-Mar-11,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1074686,"Ł31,086.06"
Tribunals,15-Mar-11,TR120-Corporate,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1072445,"Ł183,662.81"
Tribunals,08-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464,"Ł89,871.30"
Tribunals,08-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464,"Ł75,902.67"
Tribunals,18-Mar-11,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1073093,"Ł554,000.00"
Tribunals,04-Mar-11,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1069783,"Ł36,135.00"
Tribunals,11-Mar-11,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1071005,"Ł30,704.98"
Tribunals,08-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354,"Ł86,166.00"
Tribunals,08-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354,"Ł127,539.49"
Tribunals,31-Mar-11,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19899,"Ł89,450.50"
Tribunals,18-Mar-11,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1035,"Ł2,106,163.55"
Tribunals,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1038,"Ł329,505.58"
Tribunals,18-Mar-11,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1040,"Ł1,463,142.37"
Tribunals,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1037,"Ł198,108.62"
Tribunals,18-Mar-11,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1039,"Ł775,036.42"
Tribunals,18-Mar-11,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1036,"Ł1,306,271.62"
MoJ HQ,25-Mar-11,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,DTZ DEBENHAM TIE LEUNG#530654,6291,"Ł933,411.78"
MoJ HQ,31-Mar-11,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#ND22011221,6299,"Ł7,750,000.00"
MoJ HQ,31-Mar-11,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#10998051099804,6297,"Ł2,346,000.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,THE SURVIVORS TRUST#RB31110127,1044603,"Ł187,393.00"
MoJ HQ,21-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,EAVES HOUSING FOR WOMEN#RB31110128,1044604,"Ł452,362.00"
MoJ HQ,23-Mar-11,RB999-JPG - CJRD,244004-Miscellaneous Grants,RAPE CRISIS (ENGLAND & WALES)#RB31110129,1044881,"Ł401,500.00"
HMCS,25-Mar-11,CZ999-South East Region,221112-Property Rents - Passing Rent,BEACHCROFT LLP#CA10810145,1540384,"Ł142,500.00"
HMCS,07-Mar-11,CZ999-South East Region,222117-Dilapidations,BARNFORD INDUSTRIES LTD#CA10810142,1515751,"Ł71,722.50"
HMCS,15-Mar-11,IZ999-RCJ Group,226306-Defence Costs Solicitor,MURRIA SOLICITORS#GB37170706,336132,"Ł62,732.79"
HMCS,23-Mar-11,AU999-National Taxing Teams,226306-Defence Costs Solicitor,B2 FROM BEACHCROFT#RM4641252676,343257,"Ł25,509.26"
HMCS,18-Mar-11,IZ999-RCJ Group,311203-Solicitors Appeals - Non Specified,WILLIAM BACHE & CO SOLICITORS#200706546-D5,340105,"Ł61,664.59"
HMCS,29-Mar-11,EZ999-Wales Region,532101-TA GBV- Add- L&B (exc dwlg)- FH Land,BEACHCROFT#AJ10100533,6326,"Ł1,380,970.00"
HMCS,25-Mar-11,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,THAMES WATER UTILITIES LTD#BA10800426,347329,"Ł34,428.31"
HMCS,31-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,MASSHOUSE DEVELOPMENTS LTD#AJ10111840,352151,"Ł26,382.76"
HMCS,24-Mar-11,EZ999-Wales Region,610430-Rent Prepayment Control Account,BEACHCROFT#AJ10100532,6324,"Ł31,051.97"
HMCS,30-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CABINET OFFICE CIVIL SUPERANNUATION#AE10410073,1068,"Ł1,000,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,EAST SUSSEX PENSION FUND#AE10410077,1549494,"Ł900,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CHESHIRE PENSION FUND#AE10410076,1549493,"Ł300,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,LINCOLNSHIRE PENSION FUND#AE10410078,1549495,"Ł400,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,NOROLK PENSION FUND#AE10410075,1549492,"Ł1,400,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,BEDFORDSHIRE PENSION FUND#AE10410079,1549496,"Ł600,000.00"
HMCS,31-Mar-11,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CAMBRIDGESHIRE PENSION FUND#AE10410074,1549491,"Ł600,000.00"
