Department,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,DZ999-South West Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1564502,"£49,575.91"
Ministry of Justice,HM Courts and Tribunals Service,20-Apr-11,BZ999-London Region,226000-Court Costs,SELLERS LEGAL SERVICES LTD,1576991,"£57,246.00"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,BZ999-London Region,226000-Court Costs,MERRILL LEGAL SOLUTIONS,1585333,"£32,555.24"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,GZ999-North West Region,226000-Court Costs,CATER WALSH REPORTING LTD,364792,"£81,351.79"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1551839,"£29,555.91"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1551839,"£26,107.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS BARLOW LYDE & GILBERT#DX 14448,352941,"£144,741.62"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS PANNONE & PARTNERS LLP#DX 14314,1552075,"£31,217.53"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS DLA PIPER UK LLP#DX 13022,353074,"£55,498.05"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS GREGG LATCHAMS#DX 7845,1551987,"£41,279.45"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS ASHFORDS#DX 150000,352923,"£27,193.70"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS GQS SOLICITORS#DX 20658,353146,"£40,963.41"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS BARLOW LYDE & GILBERT#DX 14448,352941,"£32,294.55"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS MATWALA VYAS#DX 41905,353302,"£31,272.99"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS KHAKHAR & CO SOLICITORS#DX 200862,353252,"£63,098.52"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS BARLOW LYDE & GILBERT LLP#DX 155,352940,"£51,059.31"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS RUSTEM GUARDIAN#DX 53303,1552107,"£25,658.77"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS FOLLETT STOCK#DX 81225,353116,"£46,083.43"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS MALLETTS#DX 57851,365661,"£28,905.20"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS STEEL & SHAMASH#DX 36503,1573224,"£33,306.55"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS PETER DAVIES#DX 33019,365714,"£56,253.20"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS BPI#SE1 7JA,1573046,"£84,743.01"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,RUSSELL JONES & WALKER#DX 13028,1573386,"£80,914.49"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,B C L BURTON COPELAND#DX 37981,1572974,"£32,103.78"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS BEACHCROFT LLP# DX 13057,365397,"£48,803.80"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,226000-Court Costs,MESSRS KINGSLEY NAPLEY LLP#DX 22,365630,"£28,682.90"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,AW999-Operations & Performance Dir.,226000-Court Costs,SIGN SOLUTIONS,1564916,"£39,659.44"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS THE JOHNSON PARTNERSHIP#DX 10082,1552142,"£90,544.29"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,SAUNDERS LAW PARTNERSHIP#DX 37995,1552378,"£35,562.14"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JANES SOLICITORS#DX 140544,1552015,"£42,379.84"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS JANES SOLICITORS#DX 140544,1552015,"£31,279.64"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MARTYN PROWEL SOLICITORS#DX 33037,353301,"£30,829.06"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CLARION SOLICITORS#DX 26427,353028,"£44,400.01"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS ROBERT LAYTON & CO#DX 80264,353403,"£135,161.63"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS OLLIERS#DX727755,1573185,"£31,014.02"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS CARTERS#W15 4LY,365443,"£61,080.85"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS MANDLA BHOMRA & CO#DX 24956,1573168,"£40,752.03"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS SHEARMAN BOWEN LTD#DX 218,1573214,"£34,593.65"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS SAKHI SOLICITORS#DX 10814,365750,"£34,435.42"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HARGREAVES GILMAN#M19 1WW,365562,"£45,726.90"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS RALLI SOLICITORS#DX 14359,1573199,"£96,234.17"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,AU999-National Taxing Teams,311200-Criminal Legal Aid,MESSRS HICKMAN & ROSE#DX53346,365579,"£36,071.53"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1553961,"£92,822.40"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,DANTE FIRE & SECURITY LTD,1553404,"£49,520.99"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1553961,"£198,984.00"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALARM & COMMUNICATION SYSTEMS LTD,1563939,"£56,625.60"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1573734,"£49,856.46"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,HONEYWELL CONTROL SYSTEMS LTD,1585255,"£34,757.20"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,POWERPERFECTOR PLC,1562178,"£34,294.50"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1585089,"£25,852.67"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1585089,"£26,373.41"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,RACKLINE LIMITED,1571754,"£45,343.80"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£46,200.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£156,724.80"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£186,150.00"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1561496,"£28,401.60"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1550279,"£26,399.68"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,BUILDING AUTOMATION SOLUTIONS LTD,1550220,"£27,000.00"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,ALL SECURITY SYSTEMS LTD,1550154,"£89,716.82"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,SMITHS DETECTION LTD,1554110,"£39,302.40"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,MID & WEST WALES FIRE AND RESCUE AUTHORITY,1553810,"£1,000,000.00"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,TURNER & TOWNSEND PROJECT MANAGEMENT,1554191,"£51,213.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,REIRSE RYAN LTD,1554003,"£230,800.62"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1553954,"£121,750.20"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1553454,"£25,698.59"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,APC BUILDING SERVICES (LONDON) LTD,1553172,"£43,135.82"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,CITY OF LONDON,1553341,"£628,068.00"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1553864,"£81,400.74"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1553954,"£47,654.40"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,MACHENAIR BUILDING SERVICES LTD,1553752,"£26,432.88"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1553445,"£27,516.55"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1553425,"£134,376.92"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,POINTER LTD,1553954,"£71,575.31"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,DEANE CONTROL SERVICES,1553420,"£26,994.00"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALBERT INNES LTD,1558473,"£42,962.80"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,WOLVERHAMPTON CITY COUNCIL,1559685,"£52,800.00"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1558637,"£29,861.34"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1561680,"£55,818.29"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1561680,"£55,991.36"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,REF ELECTRICS (TAUNTON) LTD,1562204,"£28,356.71"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1561708,"£25,149.11"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1561708,"£30,334.72"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DH FATHERS LTD,1564163,"£169,635.53"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DH FATHERS LTD,1564163,"£37,262.69"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,R&M CLARKSON LTD,1564837,"£84,076.10"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALBERT INNES LTD,1563940,"£74,473.20"
Ministry of Justice,HM Courts and Tribunals Service,12-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,R&M CLARKSON LTD,1564837,"£26,192.76"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1571275,"£74,172.00"
Ministry of Justice,HM Courts and Tribunals Service,15-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,STRATEGIC TEAM MAINTENANCE CO LTD,1571859,"£226,363.37"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,VEST CONSTRUCTION (LIVECO LTD),1575335,"£94,812.50"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1574287,"£62,933.47"
Ministry of Justice,HM Courts and Tribunals Service,19-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,HURD ROLLAND PARTNERSHIP,1573961,"£83,350.31"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,WATSONS BUILDING SERVICES LTD,1585953,"£125,089.64"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,WATSONS BUILDING SERVICES LTD,1585953,"£120,233.87"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,WATSONS BUILDING SERVICES LTD,1585953,"£245,851.40"
Ministry of Justice,HM Courts and Tribunals Service,27-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,DTZ DEBENHAM TIE LEUNG,1585185,"£27,553.63"
Ministry of Justice,HM Courts and Tribunals Service,28-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EC HARRIS LLP,1586069,"£70,810.93"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,MCDOWALL AIR CONDITIONING (UK) LTD,1550473,"£59,935.20"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,ANSA ELEVATORS LTD,1550159,"£42,842.88"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1550427,"£164,103.60"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EMCOR FACILITIES SERVICES LTD,1550304,"£45,930.29"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,EMCOR FACILITIES SERVICES LTD,1550304,"£31,219.20"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,DH FATHERS LTD,1550278,"£119,730.23"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,SKANSEN INTERIORS LTD,1550726,"£42,485.52"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1550514,"£97,886.40"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1550514,"£61,708.63"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1550230,"£39,363.01"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1550172,"£52,047.60"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,SIS SECURITY LTD,1550722,"£34,137.60"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,KERSHAW MECHANICAL SERVICES LTD,1550427,"£41,419.20"
Ministry of Justice,HM Courts and Tribunals Service,01-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1550372,"£39,321.12"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DIMESTAGE (CONSTRUCTION COMPANY) LTD (DCC),1553428,"£73,456.57"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1553863,"£35,229.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,NORLAND MANAGED SERVICES LTD,1553863,"£57,211.92"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,SYKES & SON LTD,1554155,"£46,852.20"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,AXIS ELEVATORS LTD,1553189,"£122,366.16"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,RCL BUILDING SERVICES LTD,1553992,"£97,277.00"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1553319,"£116,165.78"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,BRITSPACE MODULAR BUILDINGS LIMITED,1553266,"£224,210.88"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,FZ999-Midlands Region,532000-Tangible GBV - Additions,JD INTERIORS,1553670,"£31,858.13"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,CRESTBROOK HEATING LTD,1553384,"£54,446.48"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,MITIE PROPERTY SERVICES (UK) LTD (MPS),1553820,"£99,319.99"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,RCL BUILDING SERVICES (WALES) LTD,1553991,"£42,411.37"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1553320,"£84,414.84"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,CARILLION PLANNED MAINTENANCE,1553320,"£60,140.28"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,AG999-Estates Directorate HMCS HQ,532000-Tangible GBV - Additions,GARSIDE & LAYCOCK LTD,1553517,"£34,498.63"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,BAILEY MAINTENANCE LTD,1553196,"£64,844.52"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,BREYER GROUP PLC,354929,"£67,539.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,BZ999-London Region,532000-Tangible GBV - Additions,ACCLAIM CONTRACTS LTD,1553144,"£114,278.82"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,ELLESMERE ENGINEERING CO. LTD,1553466,"£85,234.80"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,GZ999-North West Region,532000-Tangible GBV - Additions,GARSIDE & LAYCOCK LTD,1553517,"£36,829.92"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DATIM BUILDING CONTRACTORS LTD,1553405,"£38,848.88"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1553980,"£113,189.96"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1553980,"£213,252.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,R L DAVIES & SON LTD,1553980,"£353,155.32"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,PROCARE BUILDING SERVICES LTD,1553969,"£95,088.60"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,F P HURLEY & SONS LTD,1553484,"£57,782.04"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,F P HURLEY & SONS LTD,1553484,"£246,255.96"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,ISLWYN PUGH CONSTRUCTION LTD,1553662,"£145,921.06"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,STONE BCI LTD,1554141,"£77,369.75"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,SIMER ENVIRONMENTAL SERVICES LTD,1554079,"£53,151.92"
Ministry of Justice,HM Courts and Tribunals Service,05-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,STONE BCI LTD,1554141,"£31,622.08"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1559650,"£483,233.24"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1558749,"£49,487.60"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,INTEGRAL UK LTD,355782,"£68,689.62"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,LORNE STEWART PLC,1558846,"£25,104.46"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1558749,"£35,313.18"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,DIMESTAGE (CONSTRUCTION COMPANY) LTD (DCC),1558626,"£98,861.34"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,MITIE TILLEY ROOFING LTD,1558897,"£103,803.98"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,PEXHURST SERVICES LTD,1559496,"£521,179.70"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,LORNE STEWART PLC,1558846,"£38,154.11"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,CZ999-South East Region,532000-Tangible GBV - Additions,VINSTRATA BUILDERS (LONDON) LTD,1559650,"£87,551.15"
Ministry of Justice,HM Courts and Tribunals Service,06-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1558749,"£40,321.49"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,DZ999-South West Region,532000-Tangible GBV - Additions,STONE BCI LTD,1562301,"£35,780.14"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,WILSON JAMES LTD,1562405,"£75,449.17"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,WILSON JAMES LTD,1562405,"£58,802.93"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,EZ999-Wales Region,532000-Tangible GBV - Additions,HENSTAFF CONSTRUCTION LTD,1561834,"£163,116.39"
Ministry of Justice,HM Courts and Tribunals Service,08-Apr-11,IZ999-RCJ Group,532000-Tangible GBV - Additions,WILSON JAMES LTD,1562405,"£345,967.40"
