Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,UNIVERSITY OF CENTRAL LANCASHIRE HEC,ERS-521872-89545,"£32,187.00",NIHR Fellowships,PR1 2HE,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£21,418.00",NIHR Fellowships,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£23,395.00",NIHR Fellowships,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£12,493.00",Integrated Academic Training,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£21,311.00",NIHR Fellowships,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£27,381.00",NIHR Fellowships,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-521874-89562,"£19,655.00",NIHR Fellowships,CV4 7AL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-521875-89564,"£19,705.00",NIHR Fellowships,YO10 5DD,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-521875-89564,"£19,060.00",NIHR Fellowships,YO10 5DD,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-521875-89564,"£43,339.00",NIHR Fellowships,YO10 5DD,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,ERS-521880-89588,"£145,020.00",National School for Social Care Research,WC2A 2AE,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,ERS-521906-89646,"£44,299.00",Clinician Scientist Awards,M13 9PL,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-521907-89645,"£46,105.00",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,Programme,PUBLIC,
Department of Health,Department of Health,12/06/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL SURVIVOR USER NETWORK,ERS-521768-89461,"£99,186.00",IESD Grant National Survivor User Network AIMS REF 1777273,SW8 1SY,,Other,SME,
Department of Health,Department of Health,12/06/2014,Research & development,DG: RDD,WELLCOME TRUST TRADING LTD,ERS-521887-89590,"£25,000.00",UK-CDS,NW1 2BE,,Programme,VCS,
Department of Health,Department of Health,12/06/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ASSOCIATION FOR YOUNG PEOPLES HEALTH (AYPH),ERS-521902-89621,"£66,308.00","IESD 2012/13, AIMS 1774569 Association for young people's health: Improving young people's health",SE1 0EH,,Other,VCS,
Department of Health,Department of Health,13/06/2014,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),950974,"£5,412,000.00",NHSBT 14/15 Revenue drawdown,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,13/06/2014,Revenue Grants to non-profit institutions,DG: ERD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),ERS-521966-89661,"£11,541,000.00",2014/019b Education Support Grant,NE1 6SN,,Programme,PUBLIC,
Department of Health,Department of Health,13/06/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0030-04/06/2014,"£44,352.47",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,LARGE,
Department of Health,Department of Health,13/06/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0030WEL,"£25,508.34",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-344,"£281,420.74",April 14 - March 15 CCN Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-344,"£181,761.99",Airwaves - Core Service Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-349,"£281,420.74",April 14 - March 15 CCN Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-349,£0.00,Airwaves - Core Service Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Provisions cash payment,DG: SFNHS,ABPGP S1 LTD & ABPGP S2 LTD,10000/651,"£49,747.36","SO5400 - 4630 Kingsgate, Oxford Business Park - ABPGP S1 LTD & ABPGP S2 LTD - rent",SN1 1DA,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,127117,"£56,610.80",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,LE16 9NR,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,127291,"£55,674.34",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,LE16 9NR,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Provisions cash payment,DG: SFNHS,PERDISWELL MILLENIUM PARK LTD,277,"£26,750.40","SO2000 - The Coach House, John Comyn Drive, Perdiswell Park, Droitwich Road, Worcester  WR3 7SN - Perdiswell Millenium Park Ltd - rent",WR5 3HS,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584157724,"£103,206.22",Revenue - Atos Choose & Book Contract - For Exit and Termination,WS11 0JA,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584157728,"£1,199,674.39",Revenue: Atos e-RS Termination and Exit CCN ACCN -0547 EX834  - Service Charges,WS11 0JA,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584159059,"£1,100,000.00",Revenue: Atos e-RS Termination and Exit CCN ACCN -0547 EX834  - Service Charges,WS11 0JA,,Programme,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584160522,"£15,919.20",PPR0135-02 - ANS project change note -  Atos Time and Materials,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584160522,"£10,283.40",PPR0135-02 - ANS project change note - Atos fixed charges,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,13/06/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584160522,"£12,843.16",PPR0135-02 - purchasing SSL certificates for ~ANS Servers,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10009,"£220,417.29",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10014,"£40,317.83",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10017,"£32,087.95",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10019,"£59,790.54",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10020,"£51,035.53",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10023,"£55,291.35",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10024,"£35,194.53",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,13/06/2014,Policy Payments,DG: SFNHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),LA/SOCIALCARE/PFI,"£6,085,070.00",DCLG payments in respect of LA social care PFI - 2014-15,SW1E 5DU,,Programme,PUBLIC,
Department of Health,Department of Health,16/06/2014,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100024821,"£16,327.40",Data Archive Build and Set-Up costs.,WF3 1WE,,Admin,PUBLIC,
Department of Health,Department of Health,16/06/2014,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100024821,"£24,750.00",Oracle Read Only Access.,WF3 1WE,,Admin,PUBLIC,
Department of Health,Department of Health,16/06/2014,ENDPBs Admin Capital Grant in Aid,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),950980,"£2,000,000.00",Capital Drawdown NHSBT 2014/15,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,16/06/2014,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,ERS-521986-89681,"£4,503,928.65","Injury Allowance Recharging Payment, June 2014",FY7 8LG,,Programme,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions NHS Trust Working Capital Loans,DG: Central Technical,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-17130,"£1,894,000.00",,BS1 2NP,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions NHS Trust Capital Investment Loans,DG: Central Technical,ROYAL CORNWALL HOSPITAL NHS TRUST,HAFS-17131,"£1,500,000.00",,TR1 2XN,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions FT Financing Facility Loans,DG: Central Technical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-17132,"£886,000.00",,L12 2AP,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions FT Financing Facility Loans,DG: Central Technical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-17133,"£8,114,000.00",,L12 2AP,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,PENNINE ACUTE HOSPITALS NHS TRUST,HAFS-17137,"£1,528,000.00",,OL1 2PN,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-17138,"£109,000.00",,PR8 6PT,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,HAFS-17139,"£725,000.00",,PR8 6PT,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,NORTH WEST LONDON HOSPITALS NHS TRUST,HAFS-17141,"£3,000,000.00",,HA1 3UJ,,Other,PUBLIC,
Department of Health,Department of Health,16/06/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,11564,"£223,460.64",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,BT GROUP PLC,354614PART PAYT,"£3,196,146.84",Revenue: BT Spine - Committed 2014/15,NW9 5BA,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,BT GROUP PLC,357588,"£905,511.97",Revenue: London LSP 14/15,NW9 6LB,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,BT GROUP PLC,357626,"£3,622,906.82",Revenue: London LSP 14/15,NW9 6LB,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201370060,"£7,073,461.29",Revenue: LSP NME CSC - F/Y 2014/15 Non Lorenzo Service Charge Revenue requirements (committed costs only),PR1 8UQ,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201370063,"£8,238,279.60",Capital: FY 2013/14 Deployment Capital Cash Requirements (committed costs only),PR1 8UQ,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,5201370063,"£767,226.21",Capital: LSP NME CSC - F/Y 2014/15 - Lorenzo Deployment. Capital cash requirements (committed costs only),PR1 8UQ,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,BT GROUP PLC,CHAPS16/6/14,"£175,966.23",,NW9 6LB,,Programme,LARGE,
Department of Health,Department of Health,16/06/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10008,"£300,416.50",SUS Spine: Revenue - In Technologhy CCN017 OSC hosting,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,16/06/2014,Outsourcing Contract,DG: SCLGCP,THAMES VALLEY POLICE,30438,"£80,000.00",Street triage project funding - tranche 2 2014-15,OX5 2YS,,Programme,PUBLIC,
Department of Health,Department of Health,16/06/2014,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5026668,"£96,187.68","Quarry House Leeds - Accomm. Business Rates April 2014 - March 2015 @£120,730.53 mthly.",FY5 3TA,,Admin,PUBLIC,
Department of Health,Department of Health,16/06/2014,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5026908,£0.00,"Quarry House Leeds - Accomm. Business Rates April 2014 - March 2015 @£120,730.53 mthly.",FY5 3TA,,Admin,PUBLIC,
Department of Health,Department of Health,16/06/2014,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),5026908,"£537,583.87","Quarry House Leeds - Accomm. FUP Rent Charge April 2014 - March 2015 @£589,937.40 mthly.",FY5 3TA,,Admin,PUBLIC,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328367RI,"£33,717.46","Care Quality Commission (CQC) --Building Maintenance from 01/04/14 - 31/03/15 - @£33,717.46",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328368RI,"£57,066.43","Building Maintenance Costs from 01/04/14 - 31/03/15 @£57,066.43",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328368RI,"£11,055.48","FM Costs from 01/04/14 - 31/03/15 @£11,055.48",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328369RI,"£46,676.46"," Building Maintenance Costs from 01/04/14 -31/03/201515 @ £46,676.46 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328369RI,"£22,528.31","Cleaning Costs from 01/04/14 -31/03/201515 @ £22,528.31 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328369RI,"£13,007.45","FM Costs from 01/04/14 -31/03/201515 @ £13,007.45 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328369RI,"£29,340.24","Security Costs from 01/04/14 -31/03/201515 @ £29,340.24 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328370RI,"£49,138.93","Building Maintenance Costs from 01/04/14 - 31/03/15 @£49,138.93",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328370RI,"£29,049.98","Cleaning Costs from 01/04/14 - 31/03/15 @£29,049.98",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328370RI,"£26,261.22","FM Costs from 01/04/14 - 31/03/15 @£26,261.22",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328370RI,"£47,483.26","Security Costs from 01/04/14 - 31/03/15 @£47,483.26",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328371RI,"£38,449.46","Building Maintenance Costs from 01/04/14 -31/03/15 @38,449.46 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328371RI,"£21,923.22","Cleaning Costs from 01/04/14 -31/03/15 @21,923.22 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328371RI,"£13,060.08","FM Costs from 01/04/14 -31/03/15 @13,060.08 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328371RI,"£28,817.96","Security Costs from 01/04/14 -31/03/15 @28,817.96 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328373RI,"£7,250.17","Building Maintenance Costs from 01/04/14 - 31/03/15 @£7,250.17 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328373RI,"£4,526.23","Cleaning Costs from 01/04/14 - 31/03/15 @£4,526.33 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328373RI,"£7,518.17","FM Costs from 01/04/14 - 31/03/15 @£7,518.17 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328373RI,"£1,623.83","Security Costs from 01/04/14 - 31/03/15 @£1,623.83 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00328373RI,£0.00,,SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/06/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-342,"£2,519,394.58",April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,LARGE,
