Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount �s ,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,15/10/2012,Research & development,Social Care,CUMBRIA CONSTABULARY,PUBLIC,CA10 2AU,800449,50000.00 ,,Cumbria Constabulary - Police Early Adopter - Wave 2  Year Funding: Development of potential commissioning models to inform the diversion work programme,Programme,
Department of Health,Department of Health,15/10/2012,Outsourcing Contract,Public Health,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,32601,169384.00 ,,Diet & Nutrition Survey of Infants & Young Children (DNSIYC) FS136003 (main contract - C020),Programme,
Department of Health,Department of Health,15/10/2012,Grants to non profit institutions (CUR),Social Care,BRITISH ASSOCIATION FOR COUNSELLING & PSYCHOTHERAPY,VCS,LE17 4HB,ERS-473519-64881,101236.00 ,,2012/072 British Association for counselling and Psychotherapy - Developing e-learning for school and youth counselling- policy grant - E Keech,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-473842-65026,6127.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-473701-64956,8301.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QS,ERS-473728-65024,8388.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-473757-65060,5719573.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-473731-64951,9371.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,5196093.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-473879-65077,11204.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,4426219.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,11875.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,4341302.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,ERS-473754-64937,12104.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-473858-65008,3077187.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 2GX,ERS-473809-65004,13235.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,3006166.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-473766-64938,14250.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-473698-65009,14399.00 ,,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,DORSET PCT,PUBLIC,DT2 9TB,ERS-473732-64950,14668.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-473797-65030,2865393.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-473841-65029,16217.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QS,ERS-473728-65024,16301.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,2633358.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-473822-65010,2625792.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-473796-64939,17000.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-473866-65016,2553902.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-473757-65060,17316.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,PUBLIC,GL1 2EL,ERS-473742-65022,17939.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,17946.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-473857-65021,2506170.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-473870-64983,2453939.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-473857-65021,18711.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-473841-65029,18813.00 ,,Applied Research Programme,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-473874-65038,18874.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-473791-65002,19358.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-473702-65052,19566.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-473756-65037,19566.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-473842-65026,19566.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-473872-64993,19566.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-473841-65029,2188252.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-473872-64993,20086.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-473715-64941,20364.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-473791-65002,20779.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-473829-65001,20795.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,PUBLIC,GU2 7XX,ERS-473825-64954,21198.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-473807-64982,21282.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-473801-65047,21310.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-473820-64981,2089062.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,21404.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,PUBLIC,BA1 3QE,ERS-473693-65032,21435.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-473820-64981,21651.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,WESTERN SUSSEX HOSPITALS NHS TRUST,PUBLIC,PO19 6SE,ERS-473879-65077,2007904.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-473775-65073,22104.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,PUBLIC,GU2 7XX,ERS-473825-64954,22142.00 ,,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,ERS-473760-65036,22409.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-473692-64964,22500.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-473698-65009,22500.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-473871-64955,22500.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BRADFORD AND AIREDALE PCT,PUBLIC,BD5 7JR,ERS-473700-64936,22711.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-473757-65060,1810246.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-473829-65001,23156.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-473731-64951,23250.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-473744-65006,1783040.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-473697-65057,24002.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-473795-64998,24159.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-473864-65018,1602820.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-473801-65048,24457.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,PUBLIC,NG8 3LL,ERS-473738-65049,24644.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,24839.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-473872-64993,1579874.00 ,,Comprehensive Networks,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-473810-65025,1532008.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-473705-64980,1392656.00 ,,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-473783-65007,1187149.00 ,,Bio-Medical Centres,Programme,
Department of Health,Department of Health,16/10/2012,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-473748-64987,25000.00 ,,Experimental Cancer Medical Centres,Programme,
