UniqueRef,DATE OF TRANSACTION,MERCHANT CATEGORY,MERCHANT CATEGORY DESC,AMOUNT,SortFunction
MODGPC5631,16-Jun-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł580.03,5631
MODGPC5632,12-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"Ł1,341.30",5632
MODGPC5633,21-Jun-11,Cleaning Services and Supplies     , DRY CLEANERS,Ł568.00,5633
MODGPC5634,16-Jun-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,Ł594.00,5634
MODGPC5635,06-Jul-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"Ł7,455.60",5635
MODGPC5636,08-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł771.48,5636
MODGPC5637,07-Jul-11,Cleaning Services and Supplies     , LAUNDRY/CLEANING/GARMENT SV,"Ł4,341.60",5637
MODGPC5638,08-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł858.00,5638
MODGPC5639,07-Jul-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł510.00,5639
MODGPC5640,29-Jun-11,Cleaning Services and Supplies     , SPECIALTY CLEANING/POLISHING,Ł689.98,5640
MODGPC5641,23-Jun-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"Ł1,224.22",5641
MODGPC5642,13-Jul-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"Ł1,651.25",5642
MODGPC5643,23-Jun-11,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,Ł957.60,5643
MODGPC5644,15-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł540.00,5644
MODGPC5645,11-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł1,206.24",5645
MODGPC5646,01-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł524.50,5646
MODGPC5647,06-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł638.00,5647
MODGPC5648,08-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł504.00,5648
MODGPC5649,11-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł2,600.00",5649
MODGPC5650,13-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,400.00",5650
MODGPC5651,04-Jul-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,"Ł2,350.64",5651
MODGPC5652,15-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł777.00,5652
MODGPC5653,06-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł536.40,5653
MODGPC5654,22-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,068.00",5654
MODGPC5655,05-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,000.00",5655
MODGPC5656,14-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł623.40,5656
MODGPC5657,08-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,240.80",5657
MODGPC5658,13-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł536.40,5658
MODGPC5659,28-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł607.20,5659
MODGPC5660,28-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,000.00",5660
MODGPC5661,20-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł582.00,5661
MODGPC5662,29-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł670.80,5662
MODGPC5663,15-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,743.01",5663
MODGPC5664,30-Jun-11,Clubs/Associations/Organisations   , MEMBER ORGANIZATIONS - DEF,Ł510.00,5664
MODGPC5665,13-Jul-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł1,760.00",5665
MODGPC5666,22-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"Ł3,520.00",5666
MODGPC5667,16-Jun-11,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,Ł600.00,5667
MODGPC5668,16-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł840.53,5668
MODGPC5669,16-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,197.60",5669
MODGPC5670,30-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł503.88,5670
MODGPC5671,23-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł933.38,5671
MODGPC5672,13-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł3,560.48",5672
MODGPC5673,24-Jun-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł998.35,5673
MODGPC5674,12-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł513.30,5674
MODGPC5675,14-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł727.81,5675
MODGPC5676,14-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,075.80",5676
MODGPC5677,15-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,713.60",5677
MODGPC5678,21-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł945.60,5678
MODGPC5679,27-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł529.20,5679
MODGPC5680,27-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,532.14",5680
MODGPC5681,29-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł765.78,5681
MODGPC5682,27-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł768.53,5682
MODGPC5683,08-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,440.00",5683
MODGPC5684,04-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,272.00",5684
MODGPC5685,08-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,520.78",5685
MODGPC5686,14-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,118.00",5686
MODGPC5687,15-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł720.00,5687
MODGPC5688,12-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł618.00,5688
MODGPC5689,05-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł2,852.24",5689
MODGPC5690,05-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł709.20,5690
MODGPC5691,07-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł13,248.00",5691
MODGPC5692,05-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł816.00,5692
MODGPC5693,13-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł924.09,5693
MODGPC5694,16-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,164.00",5694
MODGPC5695,16-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,584.00",5695
MODGPC5696,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,684.35",5696
MODGPC5697,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,328.00",5697
MODGPC5698,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,328.00",5698
MODGPC5699,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,328.00",5699
MODGPC5700,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,328.00",5700
MODGPC5701,06-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł648.60,5701
MODGPC5702,29-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł687.00,5702
MODGPC5703,20-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł580.18,5703
MODGPC5704,21-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,776.00",5704
MODGPC5705,11-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł660.00,5705
MODGPC5706,11-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł635.41,5706
MODGPC5707,27-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł8,930.98",5707
MODGPC5708,15-Jun-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł3,012.00",5708
MODGPC5709,06-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,262.40",5709
MODGPC5710,29-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,258.30",5710
MODGPC5711,24-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,164.00",5711
MODGPC5712,24-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł732.00,5712
MODGPC5713,24-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,164.00",5713
MODGPC5714,30-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,327.15",5714
MODGPC5715,06-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł690.97,5715
MODGPC5716,22-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł738.00,5716
MODGPC5717,06-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł518.09,5717
MODGPC5718,15-Jun-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"Ł1,015.20",5718
MODGPC5719,23-Jun-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł839.94,5719
MODGPC5720,12-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł681.78,5720
MODGPC5721,14-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,225.67",5721
MODGPC5722,17-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł862.68,5722
MODGPC5723,07-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł780.84,5723
MODGPC5724,14-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,664.00",5724
MODGPC5725,13-Jul-11,Computer Equipment & Services      , COMPUTER NETWORK/INFO SVCS,Ł888.00,5725
MODGPC5726,15-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł566.18,5726
MODGPC5727,16-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł1,388.30",5727
MODGPC5728,07-Jul-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,Ł742.53,5728
MODGPC5729,15-Jun-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,Ł557.52,5729
MODGPC5730,22-Jun-11,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"Ł2,577.55",5730
MODGPC5731,08-Jul-11,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"Ł1,298.00",5731
MODGPC5732,11-Jul-11,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,Ł903.00,5732
MODGPC5733,20-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł568.97,5733
MODGPC5734,29-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł978.80,5734
MODGPC5735,23-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł749.97,5735
MODGPC5736,28-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł938.50,5736
MODGPC5737,15-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł597.91,5737
MODGPC5738,29-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł948.50,5738
MODGPC5739,28-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł719.52,5739
MODGPC5740,23-Jun-11,Estate and Garden Services         , FLORIST SUPPLIES/NURSERY STOCK,Ł997.56,5740
MODGPC5741,30-Jun-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY","Ł1,995.25",5741
MODGPC5742,07-Jul-11,Estate and Garden Services         ," NURSERIES, LAWN/GARDEN SUPPLY",Ł501.64,5742
MODGPC5743,15-Jun-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł925.92,5743
MODGPC5744,28-Jun-11,Freight and Storage                , PUBLIC WAREHOUSING,Ł723.51,5744
MODGPC5745,05-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł3,010.80",5745
MODGPC5746,23-Jun-11,Freight and Storage                , PUBLIC WAREHOUSING,"Ł1,719.12",5746
MODGPC5747,08-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,Ł581.40,5747
MODGPC5748,22-Jun-11,Freight and Storage                , PUBLIC WAREHOUSING,"Ł7,416.00",5748
MODGPC5749,04-Jul-11,Freight and Storage                , MOTOR FREIGHT CARRIERS,"Ł1,574.16",5749
MODGPC5750,24-Jun-11,Freight and Storage                , PUBLIC WAREHOUSING,Ł900.00,5750
MODGPC5751,28-Jun-11,General Retail and Wholesale       , HARDWARE STORES,"Ł3,151.92",5751
MODGPC5752,30-Jun-11,General Retail and Wholesale       , SPORTING GOODS STORES,Ł532.00,5752
MODGPC5753,16-Jun-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł624.93,5753
MODGPC5754,30-Jun-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł718.80,5754
MODGPC5755,13-Jul-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł821.40,5755
MODGPC5756,12-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,092.00",5756
MODGPC5757,16-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,196.17",5757
MODGPC5758,16-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł568.44,5758
MODGPC5759,12-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"Ł1,560.00",5759
MODGPC5760,05-Jul-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł635.29,5760
MODGPC5761,04-Jul-11,General Retail and Wholesale       , MUSIC STORES/PIANOS,"Ł6,154.80",5761
MODGPC5762,05-Jul-11,General Retail and Wholesale       , MISC SPECIALTY RETAIL,Ł982.04,5762
MODGPC5763,16-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,Ł880.00,5763
MODGPC5764,16-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,514.00",5764
MODGPC5765,24-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,262.00",5765
MODGPC5766,24-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł1,505.20",5766
MODGPC5767,23-Jun-11,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"Ł4,759.00",5767
MODGPC5768,04-Jul-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES","Ł8,640.48",5768
MODGPC5769,04-Jul-11,General Retail and Wholesale       ," GIFT, CARD, NOVELTY STORES",Ł575.41,5769
MODGPC5770,11-Jul-11,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS","Ł2,700.00",5770
MODGPC5771,21-Jun-11,General Retail and Wholesale       ," HOBBY, TOY & GAME SHOPS",Ł570.00,5771
MODGPC5772,30-Jun-11,General Retail and Wholesale       , ARTIST/CRAFT SHOPS,Ł811.80,5772
MODGPC5773,21-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł675.98,5773
MODGPC5774,30-Jun-11,General Retail and Wholesale       , FURNITURE/EQUIP STORES,Ł675.98,5774
MODGPC5775,01-Jul-11,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,Ł709.98,5775
