Departmental Family,Entity,Date,Expense type,Expense area,Supplier,Transaction Number,Amount,Description
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Victoria Park Primary,6577383,155470.65,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Hyde School,6591641,155466.94,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Seymour Primary School,6581605,155334.65,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Dr Challoner's Grammar School,6562419,155315.52,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Hilltop Primary School,6580321,155221.57,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Paddington Academy,6558575,155157.10,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,BALSALL COMMON PRIMARY SCHOOL,6581149,155153.11,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Tinsley Meadows Primary School,6610847,155057.39,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Werneth Primary School,6596435,155032.88,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,WYCHALL PRIMARY SCHOOL,6606349,154924.88,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Flowery Field Primary School,6610667,154860.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Morpeth Chantry Middle School,6574075,154852.35,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,CROMER ACADEMY TRUST,6570559,154755.50,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Trinity Primary Academy,6582917,154751.86,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Webster Primary School,6585647,154689.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Broadstone Middle School,6601885,154570.42,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Westerton Primary Academy,6604829,154447.09,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Marlborough Road Academy,6575851,154443.17,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The New Forest Academy,6581497,154282.15,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Dove House School,6572851,154166.67,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,King's School,6588263,154155.77,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Beckfoot Upper Heaton,6604027,154037.52,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Skelton Primary School,6594677,153785.90,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Duke of York's Royal Military School,6560675,153703.44,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Kingsleigh Primary School,6604559,153527.44,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Rydal Academy,6586769,153389.14,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Oakwood Academy,6574943,153333.33,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Newquay Junior Academy,6562225,153054.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Sandymoor,6579931,152946.14,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,St George's Academy,6559451,152943.11,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,OAKLANDS PRIMARY ACADEMY,6606295,152915.60,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Michael's Church of England Primary School,6610537,152832.11,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Brayton Academy,6613949,152762.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Uplands Junior L.E.A.D Academy,6610971,152753.90,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Norbreck Primary Academy,6581219,152735.25,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Columb Minor Academy,6565611,152732.41,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Saxmundham Free School,6579577,152661.19,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Flying Bull Academy,6595755,152610.86,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Edward Bryant School,6576389,152559.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Anchorsholme Primary Academy,6590281,152553.05,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Parkland Primary School South Wigston,6580761,152401.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,"The Academy, Selsey",6568259,152378.47,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,ARK Kings Academy,6575581,152165.23,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Corby Technical School,6579613,152122.23,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Ravenscote Junior School,6602677,152118.05,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Churnet View Middle School,6608679,152100.76,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,ARK Oval Primary Academy,6568431,152083.26,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Quarry Hill Academy,6591503,152070.03,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Aldhelm's Academy,6561587,152057.49,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Longfleet Church of England Voluntary Controlled P,6611423,152049.51,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Great Yarmouth Primary Academy,6581741,152003.82,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Plumberow Primary School,6570611,151720.70,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Chislehurst and Sidcup Grammar School,6570717,151683.69,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Brampton Manor Academy,6564805,151665.36,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Kimberley 16 - 19 Stem College,6588261,151618.94,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Northwood Park Primary School,6603787,151586.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Belvoir High School and Melton Vale Post 16 Centre,6584683,151583.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Beanfield Primary School,6581449,151521.37,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Exeter - A Learning Community Academy,6583677,151449.74,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Staniland Academy,6577525,151432.46,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Tiffin School,6566531,151373.27,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,David Nieper Academy,6612909,151325.30,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,St Ursula's E-ACT Academy,6571949,151306.59,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Boxgrove Primary School,6591911,151209.50,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Greenshaw High School,6565259,151158.11,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Claremont Primary School,6609893,151150.45,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Four Dwellings Primary Academy,6583035,151114.68,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Begbrook Primary Academy,6580999,151076.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bourne Abbey Church of England Primary Academy,6561933,150919.08,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Macaulay Primary Academy,6584945,150829.66,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Chilwell Croft Academy,6581537,150829.43,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Dane Court Grammar School,6564595,150769.52,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Gilbert Inglefield Academy,6575027,150569.93,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Olive School Blackburn,6588587,150564.29,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,WILLIAM TYNDALE PRIMARY SCHOOL,6572057,150520.24,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Featherstone High School,6573903,150478.52,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,OASIS ACADEMY WARNDON,6593967,150435.16,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Post 16 and Disadvantage Group,Ousedale School,6567819,150413.02,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,William Alvey School,6573463,150315.71,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The JCB Academy,6560553,150309.13,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Bredon Hill Academy,6612941,150303.53,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Whittingham Primary Academy,6587331,150259.31,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Woodhouse Primary Academy,6587737,150176.58,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Springwell Leeds,6613143,150151.51,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Cockington Primary School,6590603,150045.54,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Brownlow Primary School,6598181,150011.63,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,The Bridge AP Academy,6585175,150000.00,Sixth Form funding payments
Department for Education,EDUCATION FUNDING AGENCY,01/12/2016,Grants,Education Funding Group,Pathways E-ACT Primary Academy,6592427,149959.76,Sixth Form funding payments
