Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number, Amount ,
Home Office,UKBA - UK Border Agency,25/09/2012,Professional & Admin Services. Visa Processing Services,UKBA - UK Border Agency,VF WORLDWIDE HOLDINGS LTD,7000007127," 1,893,927.90 ",
Home Office,UKBA - UK Border Agency,28/09/2012,Animal Material & Supplies.Detect Dogs-Kennel & Misc,UKBA - UK Border Agency,WAGTAIL UK LTD,1001314078," 92,295.12 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,WARWICKSHIRE COUNTY COUNCIL 1 (G),1001307346," 419,379.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,WARWICKSHIRE COUNTY COUNCIL 1 (G),1001307346," 129,661.00 ",
Home Office,UKBA - UK Border Agency,19/09/2012,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1001309936," 183,225.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,WORCESTERSHIRE COUNTY COUNCIL 1 (G),1001307350," 186,501.00 ",
Home Office,UKBA - UK Border Agency,12/09/2012,Grants,UKBA - UK Border Agency,WORCESTERSHIRE COUNTY COUNCIL 1 (G),1001307350," 60,202.00 ",
Home Office,UKBA - UK Border Agency,05/09/2012,Banking & Monetary Serv.Banking & Monetary Services,UKBA - UK Border Agency,WORLDPAY UK LTD,1001304390," 38,736.09 ",
Home Office,UKBA - UK Border Agency,17/09/2012,Banking & Monetary Serv.Banking & Monetary Services,UKBA - UK Border Agency,WORLDPAY UK LTD,1001308702," 32,273.44 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,YMCA GLASGOW,1001312296," 572,844.18 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,YMCA GLASGOW,1001312296," 55,815.76 ",
Home Office,UKBA - UK Border Agency,25/09/2012,Asylum Provision. Asylum Accomodation,UKBA - UK Border Agency,YMCA GLASGOW,1001312296," 120,840.01 ",
Home Office,IPCC - Independent Police Complaints Commision,12/09/2012,Rent,IPCC - Independent Police Complaints Commision,OMD SERVICES LIMITED,RCT0041030," 599,452.32 ",
Home Office,IPCC - Independent Police Complaints Commision,12/09/2012,Service Charge,IPCC - Independent Police Complaints Commision,OMD SERVICES LIMITED,RCT0041030," 121,728.54 ",
Home Office,IPCC - Independent Police Complaints Commision,13/09/2012,Rent,IPCC - Independent Police Complaints Commision,EASTERN BUSINESS PARK,RCT0041076," 32,767.20 ",
Home Office,IPCC - Independent Police Complaints Commision,19/09/2012,Audit,IPCC - Independent Police Complaints Commision,NAO - NATIONAL AUDIT OFFICE,RCT0041087," 42,000.00 ",
Home Office,IPCC - Independent Police Complaints Commision,21/09/2012,IT,IPCC - Independent Police Complaints Commision,STERIA,RCT0041146," 330,592.00 ",
Home Office,SIA - Security Industry Authority,13/09/2012,Licensing costs,Licensing ,BT Syntegra ,CSYN01," 1,112,036.37 ",
Home Office,SIA - Security Industry Authority,13/09/2012,Licensing costs,Licensing ,CRB,CCRB01," 327,288.00 ",
Home Office,SIA - Security Industry Authority,27/09/2012,Legal Fees and Disbursements,Licensing ,Kingsley Napley,CKIN02," 66,127.20 ",
Home Office,SIA - Security Industry Authority,27/09/2012,Accomodation,Office Svs ,IPCC,CIPC01," 443,330.00 ",
Home Office,NPIA - National Policing Improvement Agency,21/09/2012,Photocopier charges,Information & Communications Technology & Science Directorate,Xerox (UK) Ltd,1700006524,"-25,630.49 ",
Home Office,NPIA - National Policing Improvement Agency,18/09/2012,IT software,Information & Communications Technology & Science Directorate,Northgate Information Solutions UK,5100067411," 129,417.26 ",
Home Office,NPIA - National Policing Improvement Agency,18/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Northgate Information Solutions UK,5100067411, 650.74 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT software,Information & Communications Technology & Science Directorate,UNISYS Ltd,5100067613," 336,811.85 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100067780," 40,000.00 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084," 50,942.87 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084," 1,019.99 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084, 857.43 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084, 17.15 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084," 8,396.29 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084, 167.94 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084," 5,546.57 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,BT Billing Enquiries,5100068084, 110.95 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068157," 591,957.00 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068157," 3,976.00 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068157, 421.00 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 2,632.85 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 52.66 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 7,701.07 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 154.02 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 11,596.32 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 231.93 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 1,116.94 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 22.34 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 2,788.40 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 55.77 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 42,086.25 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 841.72 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 1,917.78 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 38.36 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 12,186.70 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 243.73 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 5,864.00 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 117.28 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 1,195.74 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 23.91 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 10,968.03 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 219.36 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 2,964.92 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 59.30 ,
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165," 1,746.24 ",
Home Office,NPIA - National Policing Improvement Agency,06/09/2012,IT software,Information & Communications Technology & Science Directorate,Specialist Computer Centres PLC,5100068165, 34.92 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068225," 30,000.00 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068226," 327,579.00 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068240," 591,957.00 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068240," 3,976.00 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068240, 421.00 ,
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT software,Information & Communications Technology & Science Directorate,UNISYS Ltd,5100068265,"-336,811.85 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT software,Information & Communications Technology & Science Directorate,UNISYS Ltd,5100068266," 336,811.80 ",
Home Office,NPIA - National Policing Improvement Agency,11/09/2012,IT software,Information & Communications Technology & Science Directorate,UNISYS Ltd,5100068266, 0.05 ,
Home Office,NPIA - National Policing Improvement Agency,14/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068272," 183,751.00 ",
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,Telephone charges,Information & Communications Technology & Science Directorate,Cable & Wireless Communications,5100068588," 52,725.00 ",
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Information Support,Information & Communications Technology & Science Directorate,Home Office Accounting Officer,5100068608," 25,025.00 ",
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Information Support,Information & Communications Technology & Science Directorate,Home Office Accounting Officer,5100068608,-12.00 ,
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068678," 315,268.24 ",
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Logica CMG UK Ltd,5100068678,-5.59 ,
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Airwave Solutions Ltd,5100068680," 212,205.00 ",
Home Office,NPIA - National Policing Improvement Agency,25/09/2012,IT Managed Services,Information & Communications Technology & Science Directorate,Airwave Solutions Ltd,5100068680,"-1,278.00 ",
Home Office,NPIA - National Policing Improvement Agency,04/09/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067821," 236,905.58 ",
Home Office,NPIA - National Policing Improvement Agency,04/09/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067821, 29.30 ,
Home Office,NPIA - National Policing Improvement Agency,04/09/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067822," 15,493,526.67 ",
Home Office,NPIA - National Policing Improvement Agency,04/09/2012,Airwave Core Service Charge,Operations Directorate,Airwave Solutions Ltd,5100067822,"-2,156.40 ",
Home Office,NPIA - National Policing Improvement Agency,14/09/2012,IT Information Support,Operations Directorate,Steria Ltd,5100067889," 59,068.31 ",
Home Office,NPIA - National Policing Improvement Agency,14/09/2012,IT Information Support,Operations Directorate,Steria Ltd,5100067889, 2.87 ,
Home Office,NPIA - National Policing Improvement Agency,10/09/2012,IT Information Support,Operations Directorate,Steria Ltd,5100067890," 27,231.75 ",
Home Office,NPIA - National Policing Improvement Agency,10/09/2012,IT Information Support,Operations Directorate,Steria Ltd,5100067890," 1,350.13 ",
Home Office,NPIA - National Policing Improvement Agency,10/09/2012,IT Information Support,Operations Directorate,Steria Ltd,5100067890, 19.63 ,
