Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,IPS - Identity & Passport Service,28/06/2011,Contact Centre,IPS - Identity & Passport Service,MM TELEPERFORMANCE,0000139079,740902.71
Home Office,IPS - Identity & Passport Service,10/06/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,PA Consulting Group,0000138896,130813.20
Home Office,IPS - Identity & Passport Service,21/06/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,PA Consulting Group,0000138998,109724.40
Home Office,IPS - Identity & Passport Service,01/07/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,PA Consulting Group,0000139106,35520.00
Home Office,IPS - Identity & Passport Service,10/06/2011,Accommodation,IPS - Identity & Passport Service,Prudential Property Investment,0000138899,777843.00
Home Office,IPS - Identity & Passport Service,10/06/2011,Publications & Subscriptions,IPS - Identity & Passport Service,RR Donnelley Global Document,0000138901,27120.00
Home Office,IPS - Identity & Passport Service,07/06/2011,Office Furniture,IPS - Identity & Passport Service,SENATOR INTERNATIONAL LTD,0000138854,29390.40
Home Office,IPS - Identity & Passport Service,24/06/2011,Passport Processing,IPS - Identity & Passport Service,Siemens Business Services Ltd,0000139032,79677.10
Home Office,IPS - Identity & Passport Service,07/06/2011,Passports - Secure Mail,IPS - Identity & Passport Service,SECURE MAIL SERVICES LIMITED,0000138856,2527394.73
Home Office,IPS - Identity & Passport Service,10/06/2011,Consultancy & Professional Ser,IPS - Identity & Passport Service,Steria Limited,0000138905,79914.00
Home Office,IPS - Identity & Passport Service,10/06/2011,Passport Processing,IPS - Identity & Passport Service,Steria Limited,0000138906,2740534.79
Home Office,IPS - Identity & Passport Service,21/06/2011,Passport Processing,IPS - Identity & Passport Service,Steria Limited,0000139003,42427.92
Home Office,IPS - Identity & Passport Service,28/06/2011,Passport Processing,IPS - Identity & Passport Service,Steria Limited,0000139087,1336299.46
Home Office,IPS - Identity & Passport Service,24/06/2011,IT Development,IPS - Identity & Passport Service,Thales,0000139034,322204.21
Home Office,IPS - Identity & Passport Service,01/07/2011,Accommodation,IPS - Identity & Passport Service,WH 101 OLD HALL STREET LTD,0000139113,376631.76
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF CROYDON 1 (G),2002179,2863283.61
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,KENT COUNTY COUNCIL 1 (G),2002181,2425000.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON 1 (G),2002183,993500.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,SURREY COUNTY COUNCIL 1 (G),1998287,771158.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,KENT COUNTY COUNCIL 1 (G),1996472,759731.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,KENT COUNTY COUNCIL 1 (G),2002094,653475.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1992662,495988.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HILLINGDON 1 (G),2002086,460692.86
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL (G),1992653,398466.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,SLOUGH BOROUGH COUNCIL (G),1992658,389277.00
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF NEWHAM (G),2005853,375192.86
Home Office,UKBA - UK Border Agency,02/06/2011,Grants,UKBA - UK Border Agency,THE INTERNATIONAL ORG FOR MIGRATION (G),1989087,355630.88
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),1992656,337352.00
Home Office,UKBA - UK Border Agency,16/06/2011,Grants,UKBA - UK Border Agency,OISC (G),1992046,291076.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,SOLIHULL MBC,2002160,277885.71
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,GLASGOW CITY COUNCIL 1 (G),1992647,276887.00
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL (G),1992053,259564.29
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1996473,241031.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ISLINGTON (G),1997570,229885.71
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,ESSEX COUNTY COUNCIL 1 (G),1994166,228706.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF LAMBETH 1 (G),2002104,222964.29
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,OXFORDSHIRE COUNTY COUNCIL 1 (G),2006017,222212.00
Home Office,UKBA - UK Border Agency,10/06/2011,Third Party Suppliers,UKBA - UK Border Agency,ROYAL BOROUGH KINGSTON UPON THAMES (G),1992650,176712.00
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,LIVERPOOL CITY COUNCIL 1 (G),1992052,175800.00
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,NORTHAMPTONSHIRE COUNTY COUNCIL (G),2005855,155292.86
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,HAMPSHIRE COUNTY COUNCIL 1 (G),1992648,148728.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF SOUTHWARK 1 (G),2002163,148157.14
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,SURREY COUNTY COUNCIL 1 (G),2002172,142350.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,CAMBRIDGESHIRE COUNTY COUNCIL (G),1997567,140142.86
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,NOTTINGHAMSHIRE COUNTY COUNCIL 2 (G),1992657,136613.00
Home Office,UKBA - UK Border Agency,06/06/2011,Grants,UKBA - UK Border Agency,DEPARTMENT OF JUSTICE (THE),1989953,130826.79
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF CAMDEN 1 (G),2002084,125550.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,WILTSHIRE COUNTY COUNCIL 1 (G),1992664,124561.00
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARINGEY 1 (G),2005851,124328.57
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL (G),1992642,123783.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LEEDS CITY COUNCIL 1 (G),1997571,121157.14
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HOUNSLOW 1 (G),2002090,113828.57
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,MILTON KEYNES COUNCIL 1 (G),2006015,112446.00
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1992055,110400.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,HAMMERSMITH & FULHAM COMMUNITY (G),1997569,102192.86
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LEICESTERSHIRE COUNTY COUNCIL 1 (G),2002153,95978.57
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,OXFORDSHIRE COUNTY COUNCIL 1 (G),2002155,91928.57
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HOUNSLOW 1 (G),1992649,89346.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF ENFIELD 1 (G),1992646,88958.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH  WALTHAM FOREST (G),2002176,88735.71
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARNET 1 (G),1997565,85735.71
Home Office,UKBA - UK Border Agency,14/06/2011,Grants,UKBA - UK Border Agency,SES TUTORS (G),1995445,85687.50
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,BIRMINGHAM CITY COUNCIL (G),1997566,85564.29
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,HERTFORDSHIRE COUNTY COUNCIL 1 (G),1992050,84257.14
Home Office,UKBA - UK Border Agency,13/06/2011,Grants,UKBA - UK Border Agency,REFUGEE ACTION (G),1994177,83000.00
Home Office,UKBA - UK Border Agency,28/06/2011,Third Party Suppliers,UKBA - UK Border Agency,ROYAL BOROUGH KINGSTON UPON THAMES (G),2002096,82092.86
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF EALING 1 (G),1992644,71066.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,COSLA (G),2004420,70000.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BARKING & DAGENHAM (G),2002079,66792.86
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,SHEFFIELD CITY COUNCIL 1 (G),2001437,65386.28
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,WEST SUSSEX COUNTY COUNCIL 1 (G),1992727,64288.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,NEWCASTLE CITY COUNCIL (G),2002154,63900.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,STAFFORDSHIRE COUNTY COUNCIL 1 (G),2002169,58028.57
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF HARROW 1 (G),1992049,57707.14
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH TOWER HAMLETS (G),1997576,57621.43
Home Office,UKBA - UK Border Agency,22/06/2011,Grants,UKBA - UK Border Agency,INTERNATIONAL ORGANISATION FOR MIGRATION FRANCE (G),2000550,53885.47
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LIVERPOOL CITY COUNCIL 1 (G),1994170,51813.04
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,BOLTON MBC 1 (G),2001427,49779.00
Home Office,UKBA - UK Border Agency,30/06/2011,Grants,UKBA - UK Border Agency,WESTMINSTER CITY COUNCIL (G),2005857,49757.14
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,SHEFFIELD CITY COUNCIL 1 (G),1992054,49435.71
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,WARWICKSHIRE COUNTY COUNCIL 1 (G),1997577,49371.43
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF CAMDEN 1 (G),1992643,46463.00
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,WORCESTERSHIRE COUNTY COUNCIL 1 (G),1992056,46392.86
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF RICHMOND UPON THAMES (G),1997575,45685.71
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,HULL CITY COUNCIL (G),2001430,45509.00
Home Office,UKBA - UK Border Agency,23/06/2011,Grants,UKBA - UK Border Agency,LINCOLNSHIRE COUNTY COUNCIL 1 (G),1997574,42900.00
Home Office,UKBA - UK Border Agency,09/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF KENSINGTON & CHELSEA (G),1992051,41592.86
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BEXLEY (G),1992641,41393.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF NEWHAM (G),1992654,40110.00
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,WARRINGTON BOROUGH COUNCIL (G),1992661,38766.00
Home Office,UKBA - UK Border Agency,24/06/2011,Grants,UKBA - UK Border Agency,NEW COLLEGE NOTTINGHAM (G),2002191,38561.50
Home Office,UKBA - UK Border Agency,07/06/2011,Grants,UKBA - UK Border Agency,NOTTINGHAM TRAINING AND ENTERPRISES (G),1991323,37843.91
Home Office,UKBA - UK Border Agency,16/06/2011,Grants,UKBA - UK Border Agency,EAST LONDON ADVANCED TECHNOLOGY TRAINING (ELATT) (G),1997586,31500.00
Home Office,UKBA - UK Border Agency,06/06/2011,Grants,UKBA - UK Border Agency,YMCA GLASGOW (G),1990335,30222.94
Home Office,UKBA - UK Border Agency,10/06/2011,Grants,UKBA - UK Border Agency,LUTON BOROUGH COUNCIL (G),1992652,29922.00
Home Office,UKBA - UK Border Agency,28/06/2011,Grants,UKBA - UK Border Agency,LONDON BOROUGH OF BEXLEY (G),2002081,28264.29
Home Office,Home Office,22/06/2011,"Science, Technical & Research.Social Research",Home Office Science,HM REVENUE & CUSTOMS,1999403,29110.00
Home Office,UKBA - UK Border Agency,22/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2000487,1395549.62
Home Office,UKBA - UK Border Agency,20/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),1998684,665817.61
Home Office,UKBA - UK Border Agency,03/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1989324,440483.92
Home Office,UKBA - UK Border Agency,20/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1998891,391742.35
Home Office,UKBA - UK Border Agency,22/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2000541,346249.52
Home Office,UKBA - UK Border Agency,03/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1989329,336078.96
Home Office,UKBA - UK Border Agency,22/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2000485,214429.57
Home Office,UKBA - UK Border Agency,10/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1993439,188449.50
Home Office,UKBA - UK Border Agency,20/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1998889,177580.82
Home Office,UKBA - UK Border Agency,17/06/2011,"IT, Broadcasting & Telecomms.Sirius - Other Services - PROG",UKBA - UK Border Agency,FCO SERVICES,1998229,175200.00
Home Office,UKBA - UK Border Agency,22/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2000483,165796.30
Home Office,UKBA - UK Border Agency,27/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2002955,155797.26
Home Office,UKBA - UK Border Agency,06/06/2011,Other Government Departments,UKBA - UK Border Agency,FOREIGN AND COMMONWEALTH OFFICE,1990159,129000.00
Home Office,UKBA - UK Border Agency,17/06/2011,Law Enforcement & safety Equip.Security & Control Equip- PROG,UKBA - UK Border Agency,HM REVENUE & CUSTOMS,1997303,124999.98
Home Office,UKBA - UK Border Agency,20/06/2011,"Print, Photo, Audio & Visual.Presentation equipment - PROG",UKBA - UK Border Agency,FCO SERVICES,1986708,120000.00
Home Office,UKBA - UK Border Agency,01/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1986956,112247.00
Home Office,UKBA - UK Border Agency,29/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2005243,94001.19
Home Office,UKBA - UK Border Agency,15/06/2011,"Public Order, Security, Safety.Confinement Surveillance",UKBA - UK Border Agency,MINISTRY OF JUSTICE,1982294,85902.20
Home Office,UKBA - UK Border Agency,20/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),1998686,77030.94
Home Office,UKBA - UK Border Agency,21/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,FCO SERVICES,1990212,69855.34
Home Office,UKBA - UK Border Agency,23/06/2011,Professional & Admin Services.Business admin services,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),1998682,67714.06
Home Office,UKBA - UK Border Agency,21/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1998973,60000.00
Home Office,UKBA - UK Border Agency,20/06/2011,Other Government Departments,UKBA - UK Border Agency,DEPARTMENT FOR WORK AND PENSIONS ACCOUNTING SHARED SERVICES,1998910,59648.00
Home Office,UKBA - UK Border Agency,16/06/2011,Professional & Admin Services.Facilities Man Serv - PROG,UKBA - UK Border Agency,FOREIGN AND COMMONWEALTH OFFICE,1997610,56356.86
Home Office,UKBA - UK Border Agency,22/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,2000481,55809.19
Home Office,UKBA - UK Border Agency,20/06/2011,Professional & Admin Services.Business admin services,UKBA - UK Border Agency,DRIVER AND VEHICLE LICENSING AGENCY (DVLA),1998680,46823.34
Home Office,UKBA - UK Border Agency,22/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,DWP (SHARED SERVICES),1999415,45403.16
Home Office,UKBA - UK Border Agency,13/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1994330,45000.00
Home Office,UKBA - UK Border Agency,20/06/2011,Other Government Departments,UKBA - UK Border Agency,DEPARTMENT FOR ENVIRONMENT FOOD AND RURAL AFFAIRS(DEFRA),1983534,39685.34
Home Office,UKBA - UK Border Agency,10/06/2011,Legal Services,UKBA - UK Border Agency,TREASURY SOLICITORS OFFICE,1993504,38050.00
Home Office,UKBA - UK Border Agency,01/06/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - ADMN",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),1986635,32073.83
Home Office,UKBA - UK Border Agency,01/06/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - ADMN",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),1986650,32073.83
Home Office,UKBA - UK Border Agency,23/06/2011,"Transport, Storage & Mail Serv.Mailing Mail Del Serv - ADMN",UKBA - UK Border Agency,GOVERNMENT CAR AND DESPATCH AGENCY (GCDA),2001937,25314.23
Home Office,UKBA - UK Border Agency,07/06/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1990101,6437580.00
Home Office,UKBA - UK Border Agency,16/06/2011,Professional & Admin Services.Visa Processing Services,UKBA - UK Border Agency,VF WORLDWIDE HOLDINGS LTD,1997248,3547895.98
Home Office,UKBA - UK Border Agency,07/06/2011,Professional & Admin Services.Visa Processing Services,UKBA - UK Border Agency,VF WORLDWIDE HOLDINGS LTD,1991282,3279800.96
Home Office,UKBA - UK Border Agency,02/06/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1987872,2333547.60
Home Office,UKBA - UK Border Agency,10/06/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1994164,2333547.60
Home Office,UKBA - UK Border Agency,22/06/2011,Professional & Admin Services.Visa Processing Services,UKBA - UK Border Agency,CSC COMPUTER SCIENCES CORPORATION,1996439,2228362.81
Home Office,UKBA - UK Border Agency,08/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1976160,2089340.62
Home Office,UKBA - UK Border Agency,27/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1989276,2041075.64
Home Office,UKBA - UK Border Agency,20/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,NPIA (National Policing Improvement Agency),1997225,1658400.00
Home Office,UKBA - UK Border Agency,03/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1987860,1241143.20
Home Office,UKBA - UK Border Agency,17/06/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,PRUDENTIAL PROP INV MANAGERS L,1997545,1180377.30
Home Office,UKBA - UK Border Agency,07/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1990137,1028983.20
Home Office,UKBA - UK Border Agency,13/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1980654,1024317.59
Home Office,UKBA - UK Border Agency,22/06/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,2000472,950375.56
Home Office,UKBA - UK Border Agency,24/06/2011,"Building, Construction Service.Build a new structure (FA)",UKBA - UK Border Agency,WATES CONSTRUCTION LTD,2000594,943531.20
Home Office,UKBA - UK Border Agency,07/06/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1990935,940119.33
Home Office,UKBA - UK Border Agency,27/06/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,2003193,931876.64
Home Office,UKBA - UK Border Agency,03/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1974783,916847.29
Home Office,UKBA - UK Border Agency,14/06/2011,Asylum Provision.Asylum serv Cash Supp,UKBA - UK Border Agency,SODEXHO PASS LTD,1995420,903979.15
Home Office,UKBA - UK Border Agency,28/06/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1993422,886754.40
Home Office,UKBA - UK Border Agency,27/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,SERCO  LTD,1989284,868515.68
Home Office,UKBA - UK Border Agency,14/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,LEEDS CITY COUNCIL,1995197,821804.01
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Emergency house services,UKBA - UK Border Agency,CLEARSPRINGS MANAGEMENT LTD,1990058,817434.50
Home Office,UKBA - UK Border Agency,28/06/2011,Storage & Mail Services.Messenger & Reception Services,UKBA - UK Border Agency,SIEMENS BUSINESS SERVICES LTD,1969468,735821.67
Home Office,UKBA - UK Border Agency,23/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1990271,731056.80
Home Office,UKBA - UK Border Agency,06/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,YMCA GLASGOW,1990913,648890.00
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,MANCHESTER CITY COUNCIL,1991249,605172.33
Home Office,UKBA - UK Border Agency,07/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1987899,578210.06
Home Office,UKBA - UK Border Agency,21/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,THE GEO GROUP UK LTD,1989349,557908.74
Home Office,UKBA - UK Border Agency,28/06/2011,"Public Order, Security Service.Detention Services Contracts",UKBA - UK Border Agency,G4S CARE & JUSTICE SERVICES (UK) LTD,1990173,553946.86
Home Office,UKBA - UK Border Agency,28/06/2011,"Public Order, Security, Safety.Domestic Escort Services",UKBA - UK Border Agency,RELIANCE SECURE TASK MANAGEMENT,1993432,553807.20
Home Office,UKBA - UK Border Agency,27/06/2011,"Science, Technical & Research.Computer services - PROG",UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,2002131,532063.56
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1991319,532019.21
Home Office,UKBA - UK Border Agency,10/06/2011,IT & Telecoms Components.Standard Software (FA),UKBA - UK Border Agency,IBM DIRECT UNITED KINGDOM LTD,1990029,514791.60
Home Office,UKBA - UK Border Agency,27/06/2011,"Transport, Storage & Mail Serv.File (Archive) Storage - ADMN",UKBA - UK Border Agency,IRON MOUNTAIN (UK) LTD,1989384,498411.14
Home Office,UKBA - UK Border Agency,30/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,2006949,493965.44
Home Office,UKBA - UK Border Agency,03/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,JOMAST PROPERTY AND FINANCE CO LTD,1990043,492794.57
Home Office,UKBA - UK Border Agency,29/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,ATOS ORIGIN IT SERVICES UK LIMITED,2003117,479723.24
Home Office,UKBA - UK Border Agency,02/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1989226,405580.01
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,UNITED PROPERTY MANAGEMENT,1991318,402734.21
Home Office,UKBA - UK Border Agency,30/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,2006956,364019.07
Home Office,UKBA - UK Border Agency,07/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,HAPPY HOMES UK LTD,1991040,343204.72
Home Office,UKBA - UK Border Agency,03/06/2011,Politics & Civic Affairs.Human aid & relief Sect 4,UKBA - UK Border Agency,PRIORITY PROPERTIES NORTH WEST,1989325,334469.84
Home Office,UKBA - UK Border Agency,24/06/2011,IT & Telecoms Components.Computer Equip (FA),UKBA - UK Border Agency,SPECIALIST COMPUTER CENTRES PLC,1991048,332163.17
Home Office,UKBA - UK Border Agency,21/06/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,1999929,325395.00
Home Office,UKBA - UK Border Agency,17/06/2011,Professional & Admin Services.Residential Rental - PROG,UKBA - UK Border Agency,ARORA MANAGEMENT SERVICES ON BEHALF OF AP24 LTD,1998636,324600.00
